比赛id,上半场是否有进球,主队上半场得分,客队上半场得分,是否推荐场次,主队近期比赛数,主队近期总得分,主队近期总失分,主队近期上半场总得分,主队近期上半场总失分,主队30天内比赛数,主队30天内总得分,主队30天内总失分,主队30天内上半场总得分,主队30天内上半场总失分,客队近期比赛数,客队近期总得分,客队近期总失分,客队近期上半场总得分,客队近期上半场总失分,客队30天内比赛数,客队30天内总得分,客队30天内总失分,客队30天内上半场总得分,客队30天内上半场总失分
20318,0,0,0,1,10,12,17,3,8,2,1,4,0,2,7,12,7,4,2,3,6,4,2,1
20320,1,1,0,1,6,10,11,4,4,3,5,6,1,1,7,7,12,4,7,3,3,6,1,3
20322,1,0,1,1,5,13,4,5,1,2,4,2,2,0,7,10,7,5,4,3,2,3,1,1
20323,1,1,0,1,9,9,11,4,3,3,3,3,2,1,15,24,14,10,8,6,11,4,7,3
20325,1,2,0,1,11,18,11,6,4,4,4,3,1,3,7,10,8,2,6,3,4,3,0,2
20326,1,0,2,1,11,11,18,4,5,4,3,7,1,3,7,7,19,4,7,4,2,7,1,2
20327,0,0,0,0,5,5,5,2,3,2,2,3,1,1,11,11,19,5,9,4,4,1,4,0
20328,1,2,1,1,14,24,13,14,6,4,6,4,1,3,7,2,15,1,6,3,2,8,1,2
20329,0,0,0,1,6,1,12,0,7,2,1,3,0,1,6,14,3,9,0,2,6,1,3,0
20337,1,1,0,1,6,11,7,6,1,3,7,4,4,0,4,4,5,1,3,3,4,3,1,2
20338,0,0,0,1,4,3,5,2,2,3,3,3,2,1,4,3,7,0,4,4,3,7,0,4
20339,1,0,3,1,4,5,4,2,1,3,3,4,1,1,6,8,11,3,3,5,6,10,2,3
20340,0,0,0,1,21,32,28,17,8,8,11,11,7,2,4,5,3,2,0,2,3,2,1,0
20341,1,2,1,1,5,3,5,1,2,3,3,5,1,2,6,10,7,2,5,4,7,5,2,3
20342,0,0,0,1,5,2,6,0,3,3,1,4,0,2,14,32,20,10,5,6,13,10,5,2
20343,1,0,1,1,10,14,13,7,8,4,9,4,5,2,12,11,16,5,8,4,5,4,2,1
20344,1,0,1,1,13,16,11,7,5,4,2,2,1,2,6,6,5,1,2,2,3,2,1,1
20345,1,1,0,1,9,10,9,2,2,3,3,5,1,0,10,10,12,6,3,4,2,3,1,1
20346,0,0,0,0,13,25,21,15,8,2,6,4,2,0,10,9,13,4,3,3,4,6,2,2
20347,1,1,0,1,9,4,10,1,4,3,2,4,1,2,10,9,14,4,6,3,3,3,0,2
20348,1,1,0,1,8,13,6,4,5,3,5,1,2,1,11,23,7,10,5,4,5,2,0,0
20349,0,0,0,1,7,6,10,2,6,3,0,4,0,4,11,10,18,3,6,3,3,9,1,3
20350,1,0,1,0,11,8,10,3,4,4,3,0,1,0,11,15,10,7,3,2,4,3,2,1
20351,0,0,0,1,9,10,9,3,3,4,3,4,0,1,12,12,15,5,6,3,3,6,1,2
20352,1,1,0,1,3,9,2,6,1,2,7,2,5,1,5,6,9,3,4,3,3,6,3,2
20353,1,1,1,1,4,4,7,2,3,3,3,5,2,2,8,9,8,4,3,2,2,2,0,0
20354,1,2,0,1,11,14,16,9,4,4,4,3,3,1,5,3,12,1,7,2,2,7,1,5
20355,1,1,0,1,2,3,4,1,3,0,0,0,0,0,5,6,4,4,3,2,2,2,1,2
20356,0,0,0,1,7,9,8,7,6,2,3,2,2,1,8,21,12,6,7,3,5,2,1,2
20357,0,0,0,1,5,2,9,0,3,4,2,7,0,3,4,5,5,4,3,2,1,3,1,2
20358,1,0,3,1,6,5,5,2,1,3,3,2,2,1,2,5,1,4,0,1,2,0,2,0
20359,1,0,1,1,6,8,11,4,2,1,2,0,0,0,6,11,4,3,2,1,2,1,2,1
20360,0,0,0,1,6,6,6,1,3,4,3,5,0,3,6,8,6,2,2,2,5,2,0,0
20361,0,0,0,1,4,3,4,0,3,4,3,4,0,3,3,4,2,2,2,2,3,2,1,2
20362,0,0,0,1,3,1,2,1,1,0,0,0,0,0,5,10,8,4,3,1,2,2,1,1
20363,1,2,1,1,4,5,8,3,1,2,3,6,2,1,2,2,0,0,0,1,1,0,0,0
20364,1,1,3,1,4,3,5,1,3,1,2,2,1,1,5,6,7,2,4,3,5,3,2,2
20365,1,1,1,1,3,3,5,1,3,0,0,0,0,0,5,4,3,0,1,2,1,1,0,0
20366,1,5,0,1,4,5,3,2,0,2,3,1,1,0,2,2,1,0,1,1,2,1,0,1
20367,0,0,0,1,8,8,12,3,3,4,6,4,1,0,6,6,13,1,5,3,1,3,0,2
20368,1,0,1,1,9,14,7,5,2,2,5,1,4,0,7,4,9,1,4,2,0,3,0,2
20369,1,1,0,1,9,11,5,5,1,4,2,2,2,0,5,4,9,0,6,2,2,4,0,3
20370,1,1,1,1,3,3,3,1,2,2,3,3,1,2,6,9,9,3,6,3,7,4,2,3
20371,1,1,1,1,6,8,7,6,1,2,0,0,0,0,7,7,6,3,1,2,2,0,0,0
20372,1,0,1,1,7,4,13,2,7,3,3,5,1,2,3,2,2,2,0,1,0,0,0,0
20373,1,0,1,1,8,6,16,1,7,3,1,3,0,1,7,5,8,5,2,2,0,2,0,0
20374,1,2,0,1,6,5,5,4,1,2,1,4,1,0,3,2,5,0,1,3,2,5,0,1
20375,0,0,0,1,6,6,11,5,5,4,2,8,2,4,7,7,9,2,2,3,2,4,1,0
20376,1,1,0,1,5,6,2,3,0,3,6,2,3,0,2,3,1,2,1,1,1,0,1,0
20377,1,1,0,1,3,4,2,2,2,2,3,0,2,0,5,5,7,1,1,1,1,0,0,0
20378,1,1,1,1,5,5,8,1,5,3,4,5,1,3,4,3,4,1,3,2,2,2,0,2
20379,1,1,0,1,6,9,8,4,2,2,2,3,1,1,5,2,4,1,2,1,0,1,0,1
20380,0,0,0,1,6,11,12,7,5,3,5,9,2,5,6,4,13,2,5,4,3,9,1,2
20381,1,1,1,1,3,3,5,1,3,1,2,2,0,1,7,6,15,3,8,3,5,7,2,4
20382,1,1,2,1,5,3,8,1,5,3,2,6,0,4,8,16,16,6,7,4,12,7,4,2
20383,1,1,0,1,6,8,4,4,1,3,4,2,3,1,4,6,2,2,1,2,3,1,0,0
20384,0,0,0,1,3,3,8,1,5,1,1,3,0,1,7,8,9,6,1,3,4,4,3,1
20385,0,0,0,1,1,0,2,0,1,0,0,0,0,0,4,6,3,2,0,2,2,3,0,0
20387,1,2,0,1,4,3,6,2,2,3,2,5,2,1,5,7,6,3,2,2,2,3,0,1
20389,1,3,0,1,5,19,3,6,1,0,0,0,0,0,6,3,8,1,3,2,1,3,1,1
20390,0,0,0,1,3,4,3,0,2,2,3,3,0,2,5,8,2,4,1,3,4,1,2,1
20391,1,3,1,1,7,11,7,4,4,3,3,1,1,0,7,9,3,3,2,4,7,2,3,1
20393,1,2,1,1,4,7,6,2,3,2,4,3,2,2,5,8,4,4,1,3,6,2,3,0
20394,0,0,0,1,4,4,4,2,2,2,1,2,1,1,2,1,6,0,3,2,1,6,0,3
20395,0,0,0,1,5,10,2,3,1,3,7,2,1,1,5,4,5,2,2,1,1,1,1,1
20396,1,2,0,1,16,33,19,21,8,7,13,8,11,3,7,7,10,0,5,5,7,4,0,1
20397,0,0,0,1,6,8,7,2,3,3,6,4,2,2,5,11,5,7,3,2,3,2,2,2
20398,1,1,0,1,9,15,15,9,7,4,7,8,5,4,6,4,6,1,2,4,4,4,1,1
20399,1,1,1,1,7,6,12,4,5,2,1,3,0,2,5,2,7,1,1,2,1,3,0,0
20400,1,2,0,1,5,3,4,3,1,2,0,3,0,1,8,9,7,2,6,2,2,3,1,2
20401,1,1,1,1,6,14,8,10,2,2,5,3,5,1,8,10,10,5,4,3,3,2,2,1
20402,0,0,0,1,7,8,8,4,1,2,6,3,3,1,4,1,3,0,3,2,0,0,0,0
20403,0,0,0,1,6,6,12,2,7,2,3,6,2,2,5,8,11,4,5,3,6,7,4,5
20405,0,0,0,1,5,5,7,0,5,1,1,2,0,1,7,10,6,5,5,3,4,4,1,4
20406,0,0,0,1,8,17,9,8,4,3,4,5,2,2,20,21,22,7,11,7,8,3,2,2
20407,1,1,0,1,12,21,11,9,6,7,16,5,8,3,14,21,19,7,5,6,10,4,3,1
20408,1,2,0,1,6,10,4,4,1,4,6,2,3,0,11,14,13,6,6,4,3,8,2,4
20409,1,2,0,1,7,9,5,5,2,4,2,4,1,2,5,3,8,2,6,2,1,2,1,2
20410,0,0,0,1,3,4,9,4,4,2,4,5,4,3,9,18,10,12,3,4,13,3,9,2
20411,0,0,0,1,2,1,3,0,1,1,0,1,0,1,7,7,10,3,1,2,2,4,2,0
20412,1,2,0,1,6,2,5,0,2,2,1,2,0,1,7,5,4,2,1,2,0,0,0,0
20413,1,1,0,1,3,3,5,1,3,0,0,0,0,0,7,5,4,2,2,2,2,3,0,2
20414,1,1,1,1,4,6,2,1,0,2,4,1,1,0,2,1,0,0,0,0,0,0,0,0
20415,0,0,0,1,4,5,3,3,1,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0
20416,0,0,0,1,5,6,4,2,1,3,2,3,0,1,3,4,4,3,1,0,0,0,0,0
20420,1,0,2,1,2,1,11,0,4,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0
20421,1,2,0,1,1,2,3,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
20425,0,0,0,1,1,3,0,1,0,0,0,0,0,0,2,3,6,0,2,0,0,0,0,0
20429,1,1,0,1,1,6,1,4,0,0,0,0,0,0,1,3,1,2,0,0,0,0,0,0
20431,0,0,0,1,1,2,2,0,0,0,0,0,0,0,1,3,2,0,1,1,3,2,0,1
20433,1,0,1,1,7,13,14,7,6,3,6,4,3,1,4,5,10,2,5,2,4,8,2,4
20434,0,0,0,1,3,3,1,0,1,2,3,1,0,1,2,1,1,0,0,2,1,1,0,0
20435,1,0,2,1,3,6,6,3,2,2,1,6,1,2,4,7,2,2,0,2,5,0,1,0
20436,1,3,0,1,3,2,2,1,1,2,1,2,0,1,5,6,5,2,1,2,3,1,1,1
20437,1,1,1,1,5,6,6,3,4,4,3,6,2,4,3,3,3,1,1,2,2,1,0,0
20438,1,1,0,1,4,3,2,3,1,2,3,1,3,1,4,5,5,2,2,2,2,3,1,0
20439,0,0,0,1,5,7,8,1,3,2,2,4,0,1,3,3,10,1,4,2,1,9,0,3
20440,0,0,0,1,4,1,8,1,5,2,1,3,1,3,5,15,8,6,3,2,9,2,3,1
20441,0,0,0,1,5,16,4,4,2,2,8,2,3,2,4,3,9,2,4,2,2,4,1,2
20442,0,0,0,1,4,3,6,2,2,2,2,3,2,1,2,4,1,1,1,2,4,1,1,1
20443,1,0,1,1,4,4,11,2,5,2,1,6,1,1,3,1,4,0,3,3,1,4,0,3
20444,1,0,1,1,3,2,7,1,3,2,1,3,1,1,5,12,3,7,2,2,5,2,3,1
20445,1,0,1,1,5,5,12,2,5,2,4,4,1,2,6,9,7,6,3,2,5,3,3,1
20446,0,0,0,1,4,3,4,3,0,2,2,2,2,0,3,4,7,3,2,2,1,5,0,2
20447,1,1,0,1,4,6,3,2,3,2,5,2,1,2,4,7,0,2,0,4,7,0,2,0
20448,1,0,1,1,3,2,6,1,3,2,2,1,1,1,4,5,8,2,5,2,3,4,1,2
20450,1,1,0,1,3,6,4,2,0,2,2,4,1,0,6,10,8,4,5,3,6,4,2,3
20451,1,1,1,1,5,4,3,2,1,3,4,1,2,0,4,4,2,2,2,2,3,1,1,1
20455,0,0,0,1,3,9,5,1,3,0,0,0,0,0,2,2,4,0,4,0,0,0,0,0
20456,0,0,0,1,3,7,6,5,1,0,0,0,0,0,1,4,1,2,1,0,0,0,0,0
20457,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0
20458,1,1,0,1,2,4,2,2,2,2,4,2,2,2,1,0,4,0,2,1,0,4,0,2
20459,1,1,0,1,4,12,5,6,2,1,2,2,1,1,2,1,1,0,0,1,1,1,0,0
20460,1,1,1,1,1,2,2,1,0,0,0,0,0,0,4,4,7,1,3,0,0,0,0,0
20461,1,1,0,1,4,7,6,4,1,2,1,2,1,0,7,7,11,6,5,3,4,8,3,4
20462,1,0,1,1,6,5,13,3,4,3,1,5,1,2,7,10,13,6,7,2,3,1,1,0
20463,1,1,2,1,2,2,2,2,1,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0
20464,1,1,0,1,3,4,1,0,1,1,3,0,0,0,2,3,4,1,2,0,0,0,0,0
20465,1,2,1,1,1,0,3,0,0,1,0,3,0,0,3,6,4,2,1,1,2,1,1,0
20470,0,0,0,1,2,0,5,0,5,0,0,0,0,0,2,4,1,4,0,2,4,1,4,0
20471,0,0,0,1,7,14,7,7,2,3,4,4,3,0,6,11,7,5,4,2,6,1,2,1
20474,1,0,1,1,1,2,2,0,1,1,2,2,0,1,3,1,3,1,2,1,0,1,0,1
20475,1,0,1,1,2,0,3,0,1,2,0,3,0,1,2,1,1,1,0,2,1,1,1,0
20479,1,2,0,1,1,3,0,1,0,1,3,0,1,0,1,0,2,0,1,1,0,2,0,1
20481,1,0,1,1,7,3,6,1,2,3,2,4,0,1,8,7,5,0,2,0,0,0,0,0
20483,0,0,0,1,1,1,4,0,1,0,0,0,0,0,1,3,2,1,1,0,0,0,0,0
20485,1,1,0,1,11,28,9,14,6,4,10,5,5,3,6,8,9,4,3,1,4,2,1,0
20486,1,1,0,1,13,21,15,11,5,5,6,6,4,1,4,7,6,3,4,0,0,0,0,0
20487,1,0,2,1,3,5,5,3,3,1,2,1,0,1,8,10,20,6,9,4,3,11,1,5
20488,1,2,0,1,7,22,16,10,9,1,1,2,1,1,7,10,26,5,12,1,2,1,1,1
20489,1,0,1,1,16,20,14,13,7,6,6,2,4,2,13,13,9,8,3,4,4,3,1,1
20490,1,1,0,1,9,7,12,4,5,3,2,5,0,4,9,8,11,3,8,3,2,3,0,2
20491,0,0,0,1,13,20,16,10,11,3,3,3,1,1,13,17,14,9,8,4,6,5,4,2
20492,1,1,0,1,10,10,7,3,3,2,2,3,0,1,14,11,21,7,12,5,4,7,2,3
20493,1,2,1,1,16,22,13,10,5,6,7,6,1,2,12,8,10,2,4,5,2,4,0,3
20494,0,0,0,1,20,32,33,14,23,7,17,6,7,4,17,23,17,11,7,8,15,8,5,3
20495,1,1,0,1,11,7,11,3,3,3,2,3,0,0,13,23,12,12,7,3,3,2,1,1
20496,1,1,2,1,12,14,7,10,3,3,2,1,1,0,12,9,10,5,5,4,2,4,1,2
20497,1,0,1,1,13,12,22,3,9,3,3,4,2,1,11,20,22,8,10,3,5,8,2,2
20498,0,0,0,1,10,7,6,4,4,3,2,1,0,0,10,8,12,5,9,3,3,6,2,4
20499,1,0,2,1,2,5,3,3,0,2,5,3,3,0,2,6,1,2,1,2,6,1,2,1
20500,1,0,1,1,7,4,11,2,6,4,2,8,0,4,5,5,7,3,0,4,3,4,2,0
20501,1,1,0,1,6,6,8,1,3,4,6,5,1,2,8,15,13,8,5,5,11,11,5,3
20502,0,0,0,1,5,7,6,3,4,4,5,4,2,3,9,7,11,4,6,3,5,4,2,2
20503,1,1,0,1,4,8,5,3,3,2,5,3,3,3,11,10,13,6,7,5,3,6,3,2
20504,1,0,1,1,12,20,15,12,6,8,13,11,8,5,7,9,14,5,9,5,7,11,4,7
20505,1,1,0,1,11,16,14,5,6,4,7,4,3,2,10,16,11,10,5,5,6,6,4,3
20506,1,1,1,1,6,9,7,5,5,4,7,7,3,5,7,6,10,2,2,5,5,8,2,1
20507,1,1,2,1,9,10,8,4,4,6,7,5,4,4,7,14,4,4,2,5,9,4,2,2
20509,1,0,1,1,25,43,22,14,10,8,16,9,6,4,16,17,23,7,9,4,5,5,3,1
20510,0,0,0,1,25,33,26,9,14,7,7,3,2,0,14,10,25,7,9,4,2,7,1,4
20511,1,0,1,1,16,19,20,7,10,4,1,5,0,1,15,26,10,12,4,5,7,4,5,2
20512,0,0,0,0,22,28,34,11,13,6,8,9,2,4,13,10,17,3,9,4,5,2,1,1
20513,0,0,0,0,15,21,25,9,11,4,5,5,3,3,18,31,16,12,5,4,10,5,3,1
20513,0,0,0,0,15,21,25,9,11,4,5,5,3,3,18,31,16,12,5,4,10,5,3,1
20514,0,0,0,1,25,46,28,16,11,7,12,18,4,6,15,12,28,5,11,4,1,4,0,2
20515,1,1,1,1,19,18,21,3,8,6,5,9,1,3,14,19,24,9,9,4,7,7,3,3
20516,1,2,0,0,13,8,16,5,7,4,5,6,2,4,15,9,23,4,10,4,1,7,0,2
20516,1,2,0,0,13,8,16,5,7,4,5,6,2,4,15,9,23,4,10,4,1,7,0,2
20517,1,1,0,0,14,20,11,7,4,4,5,3,1,1,23,48,22,21,9,7,14,7,5,2
20518,1,1,0,1,22,30,27,19,8,4,8,7,5,2,16,17,25,7,10,5,6,9,2,3
20519,1,0,1,1,2,2,1,0,1,1,1,1,0,1,1,4,1,1,1,1,4,1,1,1
20520,1,1,0,1,1,1,3,0,2,0,0,0,0,0,3,3,8,1,3,1,1,2,0,1
20521,1,0,1,1,10,24,14,13,6,5,17,7,9,4,3,3,5,1,2,1,2,1,1,0
20522,0,0,0,1,10,8,29,3,12,3,1,9,0,3,12,12,18,5,5,3,2,7,1,1
20523,0,0,0,1,4,3,1,1,1,2,2,1,0,1,6,2,9,1,5,2,0,5,0,4
20524,0,0,0,1,3,1,0,1,0,1,0,0,0,0,4,6,1,2,1,2,4,0,1,0
20525,1,0,2,1,4,3,4,1,1,3,3,3,1,1,7,5,3,2,2,3,3,3,1,2
20526,0,0,0,1,10,21,7,7,5,5,11,6,5,4,6,6,10,2,6,4,6,6,2,4
20527,0,0,0,1,9,9,10,5,3,4,1,3,0,2,10,14,11,6,4,5,8,6,3,3
20528,0,0,0,1,8,16,14,8,4,4,8,5,5,1,5,4,2,2,1,4,3,1,1,0
20529,1,0,3,1,5,4,13,1,4,4,2,9,1,2,7,4,5,1,2,3,0,3,0,0
20530,1,2,0,1,13,17,26,8,11,4,3,8,1,4,7,8,8,3,2,2,2,2,1,1
20531,1,1,0,1,10,21,16,7,11,3,6,3,2,2,10,15,13,8,7,2,2,3,1,2
20532,0,0,0,1,9,3,15,1,8,3,1,4,0,1,9,15,6,7,3,3,5,2,2,0
20533,1,2,2,1,9,5,15,1,7,3,1,1,0,1,7,15,10,5,5,2,4,0,1,0
20534,1,1,0,1,10,13,11,5,4,3,4,4,2,1,10,14,14,5,4,4,8,7,3,1
20535,1,2,0,1,10,10,9,4,3,3,3,2,0,1,10,13,17,6,7,4,10,9,6,2
20536,0,0,0,1,8,2,7,0,4,3,0,4,0,1,10,13,10,7,5,4,3,5,2,3
20537,1,1,0,1,8,4,15,2,10,4,4,8,2,6,5,6,12,2,8,2,5,3,2,2
20538,1,1,0,1,10,13,12,4,3,4,5,4,1,0,12,16,10,8,4,3,5,4,3,1
20539,0,0,0,1,12,17,9,8,5,4,6,4,1,2,9,10,10,2,7,4,4,4,1,1
20540,1,0,1,1,8,11,5,5,0,3,3,2,0,0,7,10,10,3,5,4,6,7,2,4
20541,1,2,0,1,8,7,10,4,4,3,2,4,1,1,9,16,6,10,3,4,5,3,1,2
20542,0,0,0,1,7,8,9,3,4,3,4,3,3,1,8,5,7,2,0,4,4,0,2,0
20543,0,0,0,1,10,10,15,4,7,4,5,4,2,2,13,21,12,10,5,5,6,7,3,2
20544,1,0,1,1,13,16,16,8,8,4,5,5,1,3,10,9,12,4,7,2,1,1,0,0
20545,0,0,0,1,8,7,8,6,4,3,3,5,3,2,12,9,13,5,4,4,4,2,2,1
20546,1,1,1,1,7,12,9,6,4,2,2,3,1,1,9,7,19,1,6,3,1,6,0,2
20547,1,1,1,1,11,13,7,9,1,3,6,2,3,1,11,9,13,4,7,3,1,3,1,1
20549,1,1,0,1,4,5,12,3,4,2,1,6,1,2,4,7,5,4,0,3,5,3,3,0
20550,0,0,0,1,2,4,5,1,3,2,4,5,1,3,2,1,8,1,3,2,1,8,1,3
20551,0,0,0,1,3,5,5,4,2,2,5,4,4,1,3,4,4,3,2,2,3,2,2,1
20552,0,0,0,1,9,12,13,4,8,2,5,4,1,1,4,9,6,3,3,2,5,3,1,2
20553,0,0,0,1,9,13,8,7,2,2,2,1,1,1,7,5,11,1,4,3,3,5,0,2
20554,1,1,0,1,8,6,6,6,4,3,2,4,2,2,8,6,9,3,4,3,3,4,1,2
20555,1,2,0,1,5,16,6,6,3,3,11,4,5,2,10,13,13,3,6,5,6,9,1,4
20556,1,0,1,1,3,6,6,0,2,3,6,6,0,2,2,4,5,2,3,2,4,5,2,3
20557,1,0,1,1,2,2,4,0,1,2,2,4,0,1,2,6,5,4,2,2,6,5,4,2
20558,1,2,1,1,3,9,8,6,2,3,9,8,6,2,2,4,4,2,0,2,4,4,2,0
20559,1,2,2,1,2,3,2,1,1,2,3,2,1,1,2,2,1,1,1,2,2,1,1,1
20560,1,0,2,1,2,2,6,1,4,2,2,6,1,4,2,4,0,2,0,2,4,0,2,0
20561,1,1,0,1,2,1,4,0,1,2,1,4,0,1,2,1,4,0,2,2,1,4,0,2
20562,1,1,0,1,2,7,3,2,1,2,7,3,2,1,2,2,2,2,1,2,2,2,2,1
20563,1,1,2,1,1,0,0,0,0,1,0,0,0,0,2,7,1,4,1,2,7,1,4,1
20564,1,0,1,1,2,5,3,4,1,2,5,3,4,1,2,1,4,0,0,2,1,4,0,0
20565,1,3,1,1,2,4,4,3,0,2,4,4,3,0,1,1,0,1,0,1,1,0,1,0
20566,1,2,0,1,4,5,6,3,3,1,0,2,0,1,3,5,6,2,2,0,0,0,0,0
20572,1,1,0,1,2,2,5,2,4,2,2,5,2,4,2,0,9,0,6,2,0,9,0,6
20574,1,2,1,1,2,3,4,1,3,2,3,4,1,3,3,3,6,2,5,2,1,4,1,3
20575,0,0,0,1,4,9,3,5,1,2,5,1,3,0,3,3,2,1,1,3,3,2,1,1
20580,1,1,0,1,2,2,2,0,1,2,2,2,0,1,7,13,10,7,4,3,6,3,3,2
20582,1,3,0,1,1,0,3,0,1,1,0,3,0,1,2,1,1,1,0,2,1,1,1,0
20583,0,0,0,1,2,2,3,2,1,2,2,3,2,1,2,6,2,0,2,2,6,2,0,2
20586,1,1,0,1,4,3,21,2,9,1,3,0,2,0,1,0,1,0,0,1,0,1,0,0
20587,1,1,0,1,4,4,7,2,3,2,1,4,0,2,6,12,6,5,1,2,5,1,3,0
20588,0,0,0,1,4,2,3,2,1,3,1,3,1,1,7,12,5,6,2,2,5,2,1,2
20589,0,0,0,1,3,2,5,2,1,2,2,4,2,1,2,2,2,0,0,1,1,1,0,0
20590,1,1,1,1,3,5,3,1,2,2,4,2,1,2,4,5,7,2,1,1,1,1,0,0
20591,1,1,0,1,1,2,2,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0
20592,1,1,0,1,5,3,6,2,4,5,3,6,2,4,8,13,13,9,6,6,11,10,8,4
20593,1,0,1,1,7,12,8,5,6,5,9,5,4,3,6,12,3,7,2,6,12,3,7,2
20594,0,0,0,1,4,5,5,4,2,4,5,5,4,2,9,15,12,8,3,5,6,6,3,3
20595,1,1,0,1,6,6,8,4,2,5,6,8,4,2,7,5,11,1,5,5,4,7,1,3
20601,1,0,1,1,2,1,5,0,3,0,0,0,0,0,3,5,4,2,1,1,1,2,1,1
20602,0,0,0,1,1,1,2,1,1,0,0,0,0,0,5,7,11,3,4,1,3,0,1,0
20603,1,1,1,1,4,5,5,2,3,2,3,2,1,1,3,8,3,4,1,1,4,2,2,1
20604,1,1,0,1,1,2,1,1,1,1,2,1,1,1,1,1,4,1,1,0,0,0,0,0
20605,0,0,0,1,3,3,1,2,1,1,0,0,0,0,8,12,10,6,6,2,2,2,1,1
20610,1,1,0,1,3,2,3,1,1,2,2,3,1,1,1,2,1,2,1,1,2,1,2,1
20611,0,0,0,1,5,7,5,6,2,2,2,2,1,1,2,4,3,4,2,1,2,3,2,2
20613,1,1,1,1,1,4,3,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
20614,0,0,0,1,4,4,4,1,1,2,2,2,1,0,3,3,1,1,1,1,2,0,1,0
20615,1,0,1,1,2,0,6,0,1,1,0,0,0,0,2,2,4,2,3,1,0,1,0,1
20616,1,1,0,1,3,6,2,4,2,1,2,0,1,0,5,1,16,0,6,2,1,6,0,3
20617,1,2,0,1,1,1,1,0,0,0,0,0,0,0,3,2,3,1,2,0,0,0,0,0
20619,0,0,0,1,7,10,15,5,8,2,4,5,2,3,5,6,8,2,2,3,2,5,1,1
20620,1,3,0,1,1,0,0,0,0,0,0,0,0,0,3,5,4,3,3,3,5,4,3,3
20621,1,1,2,1,3,2,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0
20622,1,2,0,1,5,8,7,4,4,2,5,3,3,2,5,4,4,2,1,3,2,3,1,1
20623,0,0,0,1,6,10,3,5,2,4,5,2,4,1,3,1,4,1,3,2,1,4,1,3
20624,0,0,0,1,7,7,5,4,1,5,5,5,2,1,4,3,10,2,5,2,3,4,2,2
20627,1,0,1,1,3,3,1,1,0,2,3,1,1,0,2,1,4,1,2,2,1,4,1,2
20628,1,2,0,1,2,1,1,0,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0
20630,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
20631,0,0,0,1,2,1,5,1,2,0,0,0,0,0,2,2,4,2,0,0,0,0,0,0
20632,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,0
20634,1,3,0,1,1,0,0,0,0,1,0,0,0,0,4,6,11,2,7,3,4,7,1,5
20635,0,0,0,1,5,6,11,2,3,3,2,7,0,2,5,3,6,1,5,2,0,4,0,3
20636,1,1,1,1,4,12,9,7,4,2,9,2,5,1,6,11,5,7,4,2,4,0,1,0
20637,0,0,0,1,4,4,4,1,3,1,0,0,0,0,5,7,7,1,6,2,1,1,0,1
20638,0,0,0,1,1,4,3,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
20644,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
20645,1,0,2,1,2,0,3,0,2,0,0,0,0,0,3,2,3,1,2,1,0,2,0,1
20646,1,1,1,1,2,3,4,1,3,0,0,0,0,0,4,5,2,3,2,0,0,0,0,0
20647,1,0,3,1,3,0,10,0,5,1,0,4,0,2,3,3,1,3,1,0,0,0,0,0
20648,1,1,0,1,4,3,7,2,3,0,0,0,0,0,2,8,1,2,1,0,0,0,0,0
20649,0,0,0,1,5,6,5,6,3,0,0,0,0,0,2,5,2,2,2,1,1,0,0,0
20650,1,0,3,1,4,4,2,2,1,1,2,0,1,0,3,2,4,2,2,0,0,0,0,0
20652,1,0,2,1,1,2,2,1,1,0,0,0,0,0,5,6,7,0,1,2,3,3,0,0
20653,1,0,1,1,2,3,3,2,1,2,3,3,2,1,1,2,0,1,0,0,0,0,0,0
20654,1,3,0,1,2,3,2,2,1,1,1,1,1,0,3,4,4,3,1,3,4,4,3,1
20655,1,1,0,1,4,5,2,0,1,3,2,2,0,1,6,9,7,5,4,4,7,4,4,3
20657,0,0,0,1,12,31,13,15,5,4,11,2,5,0,11,9,11,5,5,4,1,2,0,1
20660,0,0,0,1,1,1,4,1,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
20661,1,1,0,1,7,13,12,8,6,3,3,5,1,3,13,11,17,6,6,3,3,1,1,0
20663,1,0,1,1,6,15,5,9,3,1,2,0,2,0,9,15,7,9,7,3,4,3,2,3
20664,1,1,3,1,8,10,15,5,8,4,4,6,3,3,8,14,10,2,7,3,7,2,2,2
20666,0,0,0,1,7,9,4,5,2,2,2,1,1,0,12,7,21,3,11,3,1,6,0,4
