比赛id,上半场是否有进球,主队上半场得分,客队上半场得分,是否推荐场次,主队近期比赛数,主队近期总得分,主队近期总失分,主队近期上半场总得分,主队近期上半场总失分,主队30天内比赛数,主队30天内总得分,主队30天内总失分,主队30天内上半场总得分,主队30天内上半场总失分,客队近期比赛数,客队近期总得分,客队近期总失分,客队近期上半场总得分,客队近期上半场总失分,客队30天内比赛数,客队30天内总得分,客队30天内总失分,客队30天内上半场总得分,客队30天内上半场总失分
20667,1,0,1,1,6,2,5,1,1,2,0,0,0,0,4,12,3,5,0,0,0,0,0,0
20668,0,0,0,1,2,6,0,3,0,1,4,0,2,0,2,3,1,2,1,2,3,1,2,1
20669,1,1,1,1,3,3,2,2,1,2,1,2,0,1,4,6,6,2,4,2,6,3,2,3
20671,1,2,2,1,1,0,1,0,0,1,0,1,0,0,2,3,2,2,1,2,3,2,2,1
20674,1,1,0,1,1,1,2,0,0,0,0,0,0,0,1,2,1,1,1,0,0,0,0,0
20675,1,0,1,1,5,8,8,3,4,1,1,2,0,0,1,3,1,2,1,0,0,0,0,0
20684,1,1,0,1,1,0,0,0,0,0,0,0,0,0,4,6,4,2,3,2,2,2,1,2
20685,1,1,0,1,2,1,0,1,0,2,1,0,1,0,3,5,4,4,1,2,4,3,4,1
20686,1,1,0,1,2,5,4,4,3,2,5,4,4,3,2,1,0,0,0,2,1,0,0,0
20687,1,1,0,1,3,3,2,1,0,2,1,2,1,0,3,4,4,1,2,2,3,1,1,1
20688,0,0,0,1,3,1,4,1,2,2,0,2,0,0,3,3,4,1,1,2,3,3,1,1
20692,1,0,1,1,6,10,6,6,2,4,5,6,1,2,5,11,14,4,5,4,9,13,3,5
20693,1,2,0,1,6,5,13,4,6,4,4,10,4,4,4,6,18,4,9,2,4,6,2,4
20694,1,1,0,1,4,5,8,2,2,2,3,4,1,0,3,6,6,3,1,1,1,1,0,0
20695,0,0,0,1,4,7,7,4,5,2,7,5,4,3,5,13,9,6,4,3,7,7,4,4
20696,0,0,0,1,4,8,2,2,1,3,2,2,1,1,2,7,1,2,0,2,7,1,2,0
20697,1,1,0,1,3,8,4,5,1,2,6,2,3,1,5,10,3,5,2,2,1,0,0,0
20698,1,1,0,1,4,2,4,1,1,2,1,2,0,1,5,5,2,3,2,1,0,0,0,0
20699,1,1,0,1,5,5,7,3,6,1,0,0,0,0,4,3,6,2,4,1,0,1,0,1
20700,0,0,0,1,6,7,1,5,0,2,0,1,0,0,4,5,2,3,1,1,2,0,1,0
20704,0,0,0,1,1,3,0,1,0,0,0,0,0,0,2,4,2,1,2,0,0,0,0,0
20705,0,0,0,1,6,14,3,8,2,1,3,0,3,0,5,2,4,0,1,2,1,2,0,0
20707,1,0,1,1,1,3,0,0,0,1,3,0,0,0,2,3,5,3,3,1,3,3,3,2
20708,1,0,1,1,1,0,1,0,0,1,0,1,0,0,3,12,2,8,1,1,6,2,4,1
20709,1,0,2,1,2,1,4,1,2,1,0,2,0,1,3,4,2,2,2,1,2,0,1,0
20710,1,1,0,1,2,1,3,1,0,1,0,1,0,0,6,6,6,2,3,2,2,5,1,2
20711,0,0,0,1,7,6,3,2,1,3,3,2,1,1,5,4,6,1,3,4,3,5,0,3
20712,1,1,1,1,7,12,9,1,4,5,10,6,0,3,5,5,9,1,4,3,3,6,1,2
20713,1,2,1,1,2,6,3,1,1,2,6,3,1,1,1,2,3,0,2,1,2,3,0,2
20715,0,0,0,1,3,8,5,7,0,1,2,1,2,0,2,4,0,1,0,1,3,0,0,0
20719,0,0,0,1,2,1,1,0,1,1,1,1,0,1,3,7,6,3,4,2,4,5,2,3
20720,1,1,0,1,3,1,8,1,4,2,1,5,1,3,3,1,3,1,0,2,1,3,1,0
20721,1,0,2,1,2,5,2,2,1,1,2,2,1,1,5,5,6,4,3,2,2,2,2,1
20722,1,0,1,1,3,5,6,3,4,2,3,5,2,3,2,3,0,1,0,1,1,0,0,0
20723,1,1,0,1,2,2,1,1,0,1,2,1,1,0,2,1,7,1,3,1,0,4,0,2
20724,1,0,1,1,7,9,20,3,12,1,1,6,0,4,5,6,9,3,6,2,2,7,1,5
20725,1,0,1,1,4,6,2,3,1,3,5,2,2,1,4,8,4,2,4,3,6,4,1,4
20726,0,0,0,1,10,10,9,5,4,5,3,6,2,4,10,18,8,4,5,3,3,2,0,1
20727,1,1,0,1,4,8,5,3,0,1,5,0,1,0,3,4,4,3,4,0,0,0,0,0
20728,0,0,0,1,12,9,12,2,4,4,3,5,1,2,10,10,15,3,6,3,1,3,1,1
20729,1,2,1,1,2,4,4,2,1,1,2,4,1,1,3,6,0,3,0,3,6,0,3,0
20730,1,1,0,1,2,2,0,1,0,1,1,0,0,0,1,2,1,1,1,1,2,1,1,1
20731,1,0,1,1,9,21,5,7,3,3,10,1,3,1,9,14,8,6,3,2,3,0,1,0
20733,0,0,0,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1
20739,1,1,0,1,3,5,2,2,0,1,1,1,0,0,3,5,2,2,0,0,0,0,0,0
20741,1,1,0,1,3,6,3,1,1,1,2,2,1,1,2,4,2,4,0,0,0,0,0,0
20743,0,0,0,0,2,2,0,0,0,2,2,0,0,0,2,1,4,0,1,2,1,4,0,1
20745,1,1,0,1,4,6,6,2,5,3,3,6,0,5,4,2,9,0,2,1,1,1,0,0
20746,1,0,1,1,14,29,29,17,14,4,13,9,9,4,16,47,20,24,10,4,11,3,4,1
20747,1,2,0,1,2,1,8,1,4,1,0,2,0,1,2,6,0,3,0,1,1,0,0,0
20748,0,0,0,1,4,4,3,3,1,3,3,2,2,1,1,1,1,0,1,1,1,1,0,1
20749,1,1,0,1,2,3,3,2,0,2,3,3,2,0,1,0,0,0,0,0,0,0,0,0
20754,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,5,1,3,0,1,5,1,3,0
20755,1,1,2,1,3,4,6,3,3,2,3,5,2,3,1,2,3,1,1,1,2,3,1,1
20756,1,2,1,1,4,10,6,5,4,2,3,4,2,3,3,6,4,4,2,3,6,4,4,2
20758,1,1,0,1,3,10,3,4,0,3,10,3,4,0,5,4,7,1,3,4,4,7,1,3
20760,1,1,0,1,3,4,3,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
20762,0,0,0,1,11,10,21,2,10,4,3,9,0,4,11,16,17,5,7,2,5,5,1,3
20763,1,2,1,1,1,3,3,0,0,0,0,0,0,0,4,4,16,2,4,2,0,9,0,2
20766,1,4,1,1,6,11,6,5,2,6,11,6,5,2,8,8,11,3,4,7,4,10,1,4
20767,0,0,0,1,7,5,3,2,0,7,5,3,2,0,6,12,8,6,4,6,12,8,6,4
20768,1,2,0,1,7,19,6,10,2,7,19,6,10,2,6,6,8,1,3,6,6,8,1,3
20769,0,0,0,1,3,4,5,3,1,1,0,2,0,1,3,5,6,3,3,3,5,6,3,3
20770,1,1,2,1,9,23,7,13,2,4,4,5,4,1,3,5,6,1,5,2,3,5,1,4
20772,1,1,0,1,3,4,6,1,2,2,2,4,1,1,2,6,0,3,0,1,2,0,1,0
20773,0,0,0,1,7,15,15,5,4,4,10,7,4,2,4,3,4,2,1,4,3,4,2,1
20774,1,0,1,1,10,14,10,5,3,6,10,1,4,0,4,8,2,4,2,3,6,1,2,1
20775,1,2,0,1,3,1,3,0,0,2,1,2,0,0,6,5,8,2,2,4,2,5,1,1
20776,1,0,1,1,4,3,2,1,2,3,2,0,0,0,7,8,3,3,0,5,6,2,3,0
20777,0,0,0,1,8,17,4,9,2,4,9,2,3,1,10,12,8,4,2,6,7,7,2,2
20779,0,0,0,1,1,3,3,2,2,1,3,3,2,2,2,1,3,0,2,2,1,3,0,2
20780,1,1,1,1,2,2,6,2,3,2,2,6,2,3,1,0,1,0,1,0,0,0,0,0
20781,1,2,1,1,1,2,3,2,1,0,0,0,0,0,2,2,1,0,1,2,2,1,0,1
20783,1,1,1,1,3,2,6,0,1,0,0,0,0,0,2,1,3,1,1,1,1,0,1,0
20784,1,1,1,1,4,19,3,13,0,1,3,2,3,0,3,0,5,0,2,1,0,0,0,0
20785,1,0,1,1,2,2,5,0,3,1,2,3,0,3,2,3,1,0,1,1,1,1,0,1
20786,1,1,1,1,6,10,9,3,4,2,4,2,2,0,1,0,1,0,0,0,0,0,0,0
20787,0,0,0,1,2,5,0,0,0,1,0,0,0,0,2,7,8,4,4,0,0,0,0,0
20790,1,2,0,1,3,2,5,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
20791,1,1,0,1,1,0,1,0,1,0,0,0,0,0,3,4,2,3,1,1,1,0,1,0
20793,1,1,0,1,13,16,10,4,5,4,7,5,1,3,5,6,6,5,5,4,6,6,5,5
20794,0,0,0,1,5,7,11,4,8,4,5,8,2,7,6,10,7,3,5,5,8,7,3,5
20795,0,0,0,1,7,9,12,6,6,5,5,5,4,3,5,3,5,1,4,5,3,5,1,4
20796,1,0,1,1,5,3,8,2,4,5,3,8,2,4,5,4,8,1,6,5,4,8,1,6
20797,0,0,0,1,5,9,6,6,2,5,9,6,6,2,6,9,4,5,2,5,8,4,4,2
20798,1,2,0,1,3,5,3,2,1,2,4,1,2,0,9,16,10,6,3,5,9,6,4,2
20799,1,3,1,1,4,6,2,5,1,3,3,1,2,0,5,5,4,3,4,4,4,1,2,1
20800,1,0,1,1,3,3,1,1,1,3,3,1,1,1,3,5,1,2,1,3,5,1,2,1
20803,1,1,1,1,1,1,2,1,1,0,0,0,0,0,2,4,4,1,3,2,4,4,1,3
20805,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,4,3,1,0,0,0,0,0,0
20806,1,1,1,1,6,11,7,2,2,3,6,6,0,2,4,5,5,3,3,2,1,2,0,1
20808,0,0,0,1,4,9,2,3,0,3,4,2,2,0,6,4,11,1,1,3,2,2,1,0
20809,1,1,0,1,12,18,20,7,10,4,2,7,1,4,11,22,21,10,9,4,5,7,3,2
20810,1,1,1,1,12,23,12,7,7,5,9,7,1,4,15,34,28,11,11,4,6,7,1,5
20811,1,1,1,1,13,16,16,5,7,4,4,3,1,0,15,17,33,7,14,4,5,9,2,4
20812,1,0,1,1,15,22,25,7,14,4,6,6,2,4,13,28,23,18,9,5,8,7,5,3
20813,1,1,0,1,14,27,23,12,9,5,6,9,3,1,13,17,20,5,8,5,7,7,2,2
20814,0,0,0,1,12,15,16,5,5,4,4,4,0,2,15,24,24,11,10,4,5,6,3,3
20815,0,0,0,1,13,13,30,7,10,4,5,8,3,3,13,13,23,3,5,5,3,10,1,0
20817,1,0,1,1,16,17,27,8,13,5,4,8,2,2,17,42,10,17,5,6,18,3,10,2
20818,0,0,0,0,8,6,7,2,3,3,1,3,0,2,12,21,15,13,5,6,14,9,9,4
20821,1,0,1,1,8,9,11,3,1,3,4,5,2,0,13,14,10,6,3,6,7,4,3,0
20822,0,0,0,1,12,32,7,15,4,5,14,4,7,2,10,15,11,4,5,6,11,8,4,4
20823,1,0,1,1,7,11,7,3,4,2,4,0,3,0,9,9,15,4,8,3,3,1,1,0
20824,1,1,1,1,1,2,2,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0
20826,0,0,0,1,3,3,1,2,0,1,1,0,0,0,1,1,2,1,0,1,1,2,1,0
20827,1,3,0,1,3,12,3,7,2,2,6,2,4,1,1,2,1,2,1,0,0,0,0,0
20830,0,0,0,1,4,6,4,3,2,2,5,3,2,2,4,7,2,2,0,1,2,1,0,0
20831,1,2,0,1,5,8,4,3,2,1,1,1,0,0,4,4,0,2,0,1,2,0,0,0
20833,1,1,1,1,1,0,8,0,5,1,0,8,0,5,2,6,3,2,0,0,0,0,0,0
20837,0,0,0,1,3,2,7,1,4,1,1,2,0,1,6,5,9,4,4,1,1,0,1,0
20838,1,1,0,1,3,5,4,2,1,1,0,2,0,0,7,7,13,2,6,1,1,1,0,0
20840,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,7,5,1,3,2,3,1,1,0
20842,0,0,0,1,1,2,2,2,2,0,0,0,0,0,2,3,0,1,0,1,1,0,1,0
20843,1,1,0,1,3,1,2,0,1,2,1,2,0,1,4,6,1,0,1,2,1,0,0,0
20844,1,1,0,1,2,3,6,1,2,2,3,6,1,2,1,0,1,0,1,0,0,0,0,0
20845,0,0,0,1,2,3,5,2,3,2,3,5,2,3,3,6,2,2,1,3,6,2,2,1
20846,0,0,0,1,5,5,3,1,1,3,3,1,1,1,4,6,2,3,1,3,4,2,2,1
20847,1,2,0,1,3,3,0,0,0,1,2,0,0,0,5,3,5,1,2,2,1,1,0,0
20848,0,0,0,1,2,2,1,1,0,1,0,1,0,0,4,2,2,1,2,2,0,0,0,0
20849,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,9,1,4,0,0,0,0,0,0
20851,1,0,1,1,3,10,4,5,3,2,6,3,4,2,7,13,7,5,2,3,7,5,2,2
20852,0,0,0,1,2,4,4,1,2,0,0,0,0,0,5,3,10,1,4,3,1,5,1,1
20853,0,0,0,1,6,13,3,8,1,2,6,1,4,0,3,5,2,2,1,2,3,1,0,1
20854,1,2,1,1,3,2,6,1,4,1,0,1,0,0,3,4,2,1,1,0,0,0,0,0
20855,1,2,1,1,5,6,11,4,6,0,0,0,0,0,4,5,4,3,3,1,1,2,0,2
20856,1,1,0,1,4,10,9,6,1,1,2,1,2,0,4,10,2,5,2,1,4,0,2,0
20857,0,0,0,1,3,3,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0
20859,1,1,1,1,2,2,3,1,1,0,0,0,0,0,4,2,8,1,2,1,0,3,0,2
20860,0,0,0,1,1,1,1,1,1,0,0,0,0,0,3,9,4,4,2,1,4,0,2,0
20861,0,0,0,1,1,1,2,0,1,1,1,2,0,1,4,7,2,1,2,2,3,0,0,0
20863,1,1,0,1,1,3,0,2,0,0,0,0,0,0,2,7,0,3,0,0,0,0,0,0
20865,1,1,1,1,10,7,16,2,5,6,5,9,1,3,8,14,12,7,4,5,8,8,4,3
20866,0,0,0,1,5,3,8,0,1,3,2,7,0,1,6,11,6,6,1,3,4,1,2,0
20867,1,1,2,1,7,8,9,6,3,4,3,5,2,2,6,9,9,3,2,4,7,7,3,2
20868,1,3,0,1,6,4,9,2,5,5,4,8,2,5,8,15,17,6,5,5,9,6,4,1
20869,1,1,2,1,2,2,1,0,1,1,2,0,0,0,4,8,4,4,1,2,6,1,4,0
20871,1,1,0,1,6,5,3,3,2,2,2,0,1,0,6,6,7,3,3,2,4,3,2,1
20872,1,2,0,1,10,14,5,7,1,2,2,2,2,0,4,3,0,2,0,2,2,0,1,0
20874,1,1,0,1,4,3,16,1,12,3,3,10,1,7,7,5,18,2,10,5,5,14,2,8
20875,1,1,0,1,7,12,4,5,2,3,8,2,5,0,6,7,6,5,3,3,4,3,3,1
20877,0,0,0,1,2,5,4,2,2,1,1,2,1,1,1,0,1,0,0,1,0,1,0,0
20878,1,1,2,1,1,1,5,0,3,1,1,5,0,3,1,2,0,1,0,1,2,0,1,0
20880,0,0,0,1,13,26,14,13,5,3,8,3,4,2,14,25,13,11,5,3,9,1,5,0
20881,1,2,0,1,13,25,15,8,6,5,5,5,1,2,14,23,17,8,7,6,11,5,6,2
20882,0,0,0,1,1,2,0,1,0,0,0,0,0,0,2,4,4,1,3,0,0,0,0,0
20883,0,0,0,1,7,5,8,4,2,2,3,2,2,0,1,1,1,1,0,0,0,0,0,0
20884,0,0,0,1,2,3,2,2,0,2,3,2,2,0,2,2,1,0,0,2,2,1,0,0
20885,1,2,0,1,1,1,3,0,1,1,1,3,0,1,1,0,0,0,0,1,0,0,0,0
20886,0,0,0,1,1,0,2,0,1,1,0,2,0,1,1,3,1,1,0,1,3,1,1,0
20887,1,1,1,1,2,2,2,1,0,2,2,2,1,0,3,4,6,3,3,3,4,6,3,3
20888,0,0,0,1,7,11,8,4,4,3,4,4,1,2,6,8,1,4,0,4,6,1,2,0
20889,1,0,1,1,6,10,12,5,3,2,1,3,1,0,7,6,12,4,4,5,5,7,3,1
20890,0,0,0,1,3,2,4,2,4,1,1,1,1,1,5,8,5,3,2,4,4,3,2,2
20891,1,0,1,1,4,5,6,1,5,3,4,5,0,4,3,3,6,2,3,2,2,2,2,1
20892,0,0,0,1,9,13,9,7,2,6,7,7,4,2,5,5,7,3,2,4,5,5,3,1
20893,0,0,0,1,4,4,5,2,1,2,3,1,2,0,4,7,4,3,3,4,7,4,3,3
20896,0,0,0,1,6,11,4,3,0,4,8,0,3,0,4,11,5,4,3,3,6,4,2,2
20897,1,1,0,1,2,3,4,3,1,1,1,2,1,0,4,5,4,3,2,4,5,4,3,2
20905,1,0,3,1,5,5,19,2,11,2,1,6,0,5,10,12,13,2,6,2,2,1,0,1
20906,1,0,1,1,1,0,0,0,0,1,0,0,0,0,2,0,3,0,1,2,0,3,0,1
20909,1,1,0,1,3,13,0,6,0,0,0,0,0,0,1,8,0,3,0,0,0,0,0,0
20910,1,1,0,1,8,8,9,3,2,2,2,1,0,0,9,18,7,7,1,2,1,2,0,0
20914,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0
20915,1,1,0,1,12,24,14,13,12,2,1,2,0,2,13,20,25,7,14,3,2,3,0,0
20916,1,0,1,1,15,45,20,18,9,4,11,3,2,3,9,17,24,12,8,2,3,3,2,1
20917,1,3,1,1,6,8,12,3,4,2,1,3,1,0,5,7,12,4,5,2,3,3,3,2
20918,0,0,0,1,20,34,21,14,10,5,10,7,6,3,19,27,27,16,13,6,8,12,4,6
20919,1,1,1,1,19,20,24,10,11,5,4,6,3,1,19,15,26,9,16,6,3,7,3,5
20920,0,0,0,1,19,16,22,10,12,5,6,8,4,3,18,19,27,10,11,6,7,7,3,3
20921,1,0,2,1,19,26,26,13,14,6,8,8,5,5,18,29,22,12,9,5,9,3,4,1
20922,1,2,1,1,20,34,28,19,9,5,8,9,2,5,18,9,35,5,13,5,3,13,0,7
20923,0,0,0,1,18,33,27,19,8,5,7,5,4,2,20,17,36,5,19,5,3,8,2,5
20924,0,0,0,1,17,21,22,5,11,5,6,6,2,3,17,20,16,13,4,6,6,8,4,2
20926,1,1,0,1,5,15,3,8,1,3,9,2,5,1,8,16,8,8,1,4,11,3,5,1
20927,1,1,0,1,3,7,1,2,1,2,4,1,1,1,1,0,3,0,2,1,0,3,0,2
20928,0,0,0,1,2,2,0,2,0,2,2,0,2,0,1,0,1,0,0,1,0,1,0,0
20929,0,0,0,1,2,4,2,3,1,2,4,2,3,1,2,2,1,0,0,2,2,1,0,0
20935,0,0,0,1,5,9,5,2,2,3,7,1,1,0,4,6,5,2,2,2,2,2,0,1
20936,1,1,1,1,1,0,4,0,2,1,0,4,0,2,2,1,5,0,3,2,1,5,0,3
20937,1,1,0,1,10,18,19,8,7,2,6,3,3,1,7,7,16,3,5,2,3,8,0,4
20938,0,0,0,1,4,7,10,4,5,2,3,3,2,1,5,7,5,3,1,3,6,3,3,0
20940,0,0,0,1,7,4,17,1,6,4,3,4,1,0,5,0,6,0,4,3,0,2,0,1
20941,1,0,2,1,5,10,7,4,2,3,1,2,0,0,7,8,10,6,6,4,1,7,1,4
20942,0,0,0,1,5,4,6,3,3,2,0,3,0,1,5,5,9,0,4,2,3,0,0,0
20943,0,0,0,1,8,5,5,2,4,4,2,3,1,2,8,10,8,6,5,5,7,6,4,4
20944,0,0,0,1,7,10,7,4,3,4,6,3,2,1,8,5,5,2,3,4,2,3,2,2
20945,1,1,0,1,7,10,11,5,4,2,5,6,1,2,6,5,6,5,4,3,3,1,3,1
20946,1,0,2,1,7,10,5,4,1,4,5,3,1,0,7,9,9,5,3,3,3,5,3,2
20948,1,1,0,1,15,14,18,8,5,5,5,8,3,2,8,6,13,3,8,3,2,3,0,3
20949,1,0,1,1,12,9,12,4,6,4,4,4,1,3,11,16,13,6,4,4,6,6,2,1
20950,1,2,1,1,10,15,17,8,8,4,7,9,2,3,12,8,13,5,9,3,1,3,1,3
20951,0,0,0,1,11,16,12,6,7,3,3,1,1,1,12,9,12,4,3,4,1,1,0,1
20952,1,2,0,1,14,13,12,8,3,4,4,6,2,1,11,17,10,7,4,4,7,4,3,1
20953,0,0,0,1,10,16,11,12,5,3,7,2,5,1,11,10,11,4,4,4,3,6,1,0
20954,1,0,3,1,1,3,0,1,0,1,3,0,1,0,2,6,0,3,0,2,6,0,3,0
20955,0,0,0,1,1,2,1,1,0,1,2,1,1,0,1,2,3,2,0,1,2,3,2,0
20956,0,0,0,1,12,11,21,5,10,4,4,5,1,2,10,14,18,4,12,2,4,3,2,2
20957,1,0,2,1,13,18,15,6,6,4,8,5,1,4,11,11,12,4,6,4,4,7,2,2
20958,1,0,2,1,14,28,20,16,5,4,10,4,4,2,15,18,19,10,11,4,6,6,2,3
20959,1,1,1,1,14,20,17,10,10,5,9,3,4,3,14,22,22,11,12,4,6,7,3,1
20960,0,0,0,1,6,15,4,7,1,3,8,4,4,1,9,14,13,8,5,3,7,4,3,2
20961,1,0,4,1,8,10,21,5,8,4,4,9,1,3,11,26,14,13,9,5,15,8,7,5
20962,1,0,1,1,10,5,25,2,11,3,3,8,1,4,13,9,17,2,10,3,3,9,1,3
20963,1,2,0,1,8,12,11,3,6,4,2,4,0,2,8,11,13,4,7,4,6,6,4,2
20964,1,1,0,1,6,16,10,8,7,4,6,7,3,4,14,16,16,9,6,5,6,6,4,1
20965,1,1,0,1,6,9,6,6,0,2,3,2,3,0,8,8,11,4,6,4,3,4,1,3
20966,1,1,1,1,10,9,11,4,5,5,3,3,1,2,14,22,13,13,3,4,6,1,4,1
20969,0,0,0,1,6,8,8,6,4,2,4,4,2,2,8,8,16,6,8,4,3,5,3,2
20970,1,1,0,1,13,17,10,9,2,3,2,1,2,0,10,8,12,6,7,4,4,1,2,0
20971,1,2,2,1,13,18,19,6,5,4,8,5,3,3,14,24,13,10,6,3,4,4,1,4
20972,0,0,0,1,15,13,17,4,9,4,4,5,0,1,19,21,25,7,9,4,3,5,1,2
20973,1,1,0,1,14,11,13,3,7,3,2,2,1,2,14,14,23,5,10,4,3,4,1,1
20974,1,2,1,1,13,21,13,8,6,4,5,3,1,2,14,12,22,6,11,3,4,7,3,5
20975,1,1,0,0,14,22,15,15,6,3,5,2,1,0,13,19,21,11,12,4,6,5,5,2
20976,1,0,1,1,10,14,7,3,3,3,4,1,1,0,10,11,11,2,3,3,1,3,0,2
20977,1,1,0,1,6,12,3,4,1,3,5,2,2,1,5,5,1,3,1,1,2,0,0,0
20978,1,2,0,1,3,10,1,6,0,3,10,1,6,0,2,0,12,0,5,2,0,12,0,5
20979,1,2,0,1,2,8,4,5,3,2,8,4,5,3,2,0,5,0,2,2,0,5,0,2
20980,1,1,1,1,9,14,14,5,7,5,9,6,3,3,4,5,11,2,6,3,5,10,2,5
20981,1,0,1,1,3,1,6,1,4,2,1,4,1,3,1,0,1,0,0,1,0,1,0,0
20983,1,0,1,1,5,3,8,2,4,2,2,2,1,0,2,1,3,0,1,2,1,3,0,1
20984,1,2,0,1,4,4,9,1,5,2,2,4,0,3,2,4,1,3,1,2,4,1,3,1
20985,1,1,0,1,1,1,2,1,1,1,1,2,1,1,4,11,4,5,1,3,6,4,3,1
20987,1,3,0,1,1,2,0,1,0,1,2,0,1,0,3,8,9,3,7,3,8,9,3,7
20988,1,0,1,1,14,15,22,5,9,4,3,8,2,5,13,12,15,4,7,4,2,4,1,2
20989,1,0,1,1,13,16,16,5,6,3,2,3,0,2,13,18,13,6,8,4,6,4,2,3
20990,1,0,1,0,16,23,12,9,4,4,6,5,4,2,13,17,17,11,5,3,6,4,4,2
20991,0,0,0,1,3,1,2,1,0,2,1,0,1,0,2,1,3,0,2,2,1,3,0,2
20992,0,0,0,1,3,3,4,1,1,2,1,2,1,0,2,3,3,2,2,2,3,3,2,2
20993,1,1,1,1,7,15,4,6,1,3,5,2,2,1,5,3,7,0,2,3,2,2,0,1
20994,1,0,2,1,2,3,4,2,2,2,3,4,2,2,2,3,2,2,1,2,3,2,2,1
20995,1,2,0,1,3,6,4,1,2,3,6,4,1,2,3,4,4,1,4,3,4,4,1,4
20996,1,1,0,1,2,2,2,2,1,2,2,2,2,1,4,7,4,4,2,3,7,3,4,1
20997,1,0,1,1,4,4,5,1,3,2,4,1,1,0,11,18,8,3,6,3,2,3,0,2
20998,1,0,1,1,10,12,18,7,8,5,4,8,2,4,5,12,3,4,1,4,8,2,2,0
20999,0,0,0,1,8,12,9,5,4,4,7,4,2,1,5,9,6,1,3,4,8,6,0,3
21000,1,1,0,1,7,8,8,2,3,4,1,7,1,2,6,10,4,7,1,4,5,3,3,0
21001,1,2,0,1,10,16,28,10,10,3,4,12,4,5,8,14,8,7,2,1,1,4,0,1
21002,1,1,0,1,5,4,9,2,5,3,2,3,1,2,4,6,6,3,1,3,5,4,2,1
21003,1,1,1,1,5,12,6,8,5,3,5,5,4,5,3,0,10,0,3,0,0,0,0,0
21004,1,0,1,1,6,9,12,5,1,3,4,4,4,0,10,25,13,14,6,4,13,4,7,3
21005,1,0,2,1,8,22,12,12,6,2,9,2,4,2,5,10,17,1,7,1,2,2,1,0
21006,1,1,1,1,10,17,22,11,12,4,8,11,5,7,4,4,5,1,2,1,1,1,0,1
21007,1,0,2,1,5,7,13,3,2,2,3,5,2,0,5,15,10,8,4,2,7,6,4,2
21008,0,0,0,1,5,6,10,3,5,3,5,8,3,4,8,8,13,4,6,3,1,3,1,1
21009,0,0,0,1,4,4,6,2,3,1,1,1,1,0,5,8,5,2,1,3,6,4,2,1
21010,1,1,0,1,13,12,18,2,6,4,4,7,1,3,14,20,25,5,9,4,1,6,0,1
21011,0,0,0,1,13,12,21,3,9,4,4,5,3,1,15,15,31,4,14,5,6,8,0,4
21012,1,1,2,1,21,44,23,23,6,4,9,5,5,1,23,55,19,26,6,5,10,2,3,0
21013,0,0,0,1,10,21,20,8,10,3,3,7,1,3,14,15,23,7,8,4,4,5,4,3
21015,1,2,0,1,14,13,22,6,12,4,4,6,1,4,18,30,21,11,11,4,7,8,3,4
21016,1,0,1,1,8,15,12,7,7,4,5,7,2,4,4,12,13,6,2,2,8,9,4,2
21020,1,1,1,1,10,9,14,4,6,3,3,7,2,2,8,10,12,5,7,3,5,2,1,1
21021,1,2,1,1,6,7,8,4,5,2,0,1,0,0,9,12,18,6,8,3,4,6,2,3
21022,1,0,2,1,3,4,9,0,2,1,1,3,0,0,1,2,0,1,0,1,2,0,1,0
21026,1,0,2,1,9,10,13,4,4,6,6,8,2,3,13,13,6,5,3,5,4,3,2,1
21027,0,0,0,1,14,18,19,8,7,4,5,2,1,0,13,20,24,9,15,4,9,8,3,6
21028,1,2,0,1,24,66,29,30,19,6,13,8,6,4,24,48,25,23,10,8,21,10,11,5
21029,0,0,0,1,19,32,26,10,11,6,12,10,5,6,24,29,38,15,23,6,11,7,3,3
21030,0,0,0,1,14,26,10,12,4,4,7,4,5,2,22,48,22,21,9,7,16,8,6,2
21031,0,0,0,1,18,16,19,3,8,5,3,7,1,3,24,41,20,14,10,7,14,7,6,4
21032,0,0,0,1,15,12,42,5,18,5,3,19,1,5,15,20,26,11,13,5,6,8,2,5
21033,1,1,1,1,13,25,14,17,5,4,4,4,2,2,16,24,18,14,9,6,8,5,4,1
21034,1,0,1,0,15,23,30,13,12,5,7,10,4,2,21,22,31,14,13,7,9,16,6,8
21035,0,0,0,1,17,30,37,11,19,6,14,10,6,7,19,34,39,13,20,5,12,7,2,4
21036,0,0,0,1,23,32,37,13,21,6,8,11,3,4,16,22,23,10,13,6,9,10,3,5
21037,1,0,1,1,14,37,14,15,8,5,14,3,6,2,17,31,14,14,8,7,13,6,7,3
21038,0,0,0,1,20,37,20,20,7,5,10,7,4,2,11,11,7,5,6,4,3,0,1,0
