比赛id,上半场是否有进球,主队上半场得分,客队上半场得分,是否推荐场次,主队近期比赛数,主队近期总得分,主队近期总失分,主队近期上半场总得分,主队近期上半场总失分,主队30天内比赛数,主队30天内总得分,主队30天内总失分,主队30天内上半场总得分,主队30天内上半场总失分,客队近期比赛数,客队近期总得分,客队近期总失分,客队近期上半场总得分,客队近期上半场总失分,客队30天内比赛数,客队30天内总得分,客队30天内总失分,客队30天内上半场总得分,客队30天内上半场总失分,上半场进球系数
2764,1,1,1,1,1,0,0,0,0,1,0,0,0,0,2,5,0,4,0,2,5,0,4,0,2.400000
2765,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,2,0,1,0,1,2,0,1,0,2.400000
2774,1,0,1,1,1,2,1,0,1,1,2,1,0,1,2,5,1,1,0,2,5,1,1,0,1.400000
2775,0,0,0,0,4,5,10,4,5,4,5,10,4,5,4,11,7,4,4,4,11,7,4,4,4.200000
2776,1,1,1,1,2,2,5,1,1,2,2,5,1,1,2,0,2,0,0,2,0,2,0,0,1.000000
2777,1,0,1,1,3,8,2,4,0,3,8,2,4,0,1,1,1,0,1,1,1,1,0,1,2.400000
2778,1,1,0,1,4,6,3,2,1,4,6,3,2,1,1,0,3,0,2,1,0,3,0,2,2.400000
2780,1,2,1,1,2,2,2,2,0,2,2,2,2,0,4,3,13,2,7,4,3,13,2,7,3.200000
2782,0,0,0,1,4,8,5,4,4,4,8,5,4,4,1,1,1,0,1,1,1,1,0,1,2.800000
2786,1,0,2,0,1,1,0,1,0,1,1,0,1,0,1,2,3,2,1,1,2,3,2,1,4.400000
2791,1,0,1,0,2,2,4,0,1,2,2,4,0,1,1,0,1,0,1,1,0,1,0,1,1.200000
2792,0,0,0,1,1,1,1,1,0,1,1,1,1,0,2,3,4,3,1,2,3,4,3,1,3.400000
2793,0,0,0,1,1,0,4,0,1,1,0,4,0,1,1,2,0,2,0,1,2,0,2,0,3.200000
2801,0,0,0,0,1,3,3,2,1,1,3,3,2,1,1,2,0,1,0,1,2,0,1,0,4.400000
2807,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0.800000
2811,1,0,1,1,1,0,5,0,1,1,0,5,0,1,1,0,2,0,0,1,0,2,0,0,0.800000
2816,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.000000
2824,1,0,2,1,1,1,1,0,0,1,1,1,0,0,1,1,4,0,3,1,1,4,0,3,2.400000
2826,1,0,1,1,1,0,0,0,0,1,0,0,0,0,2,5,3,2,1,2,5,3,2,1,1.600000
2827,1,0,1,1,1,2,0,1,0,1,2,0,1,0,3,3,4,1,2,3,3,4,1,2,2.133333
2830,1,1,1,1,1,0,4,0,2,1,0,4,0,2,2,0,4,0,1,2,0,4,0,1,2.000000
2831,0,0,0,1,1,3,3,1,2,1,3,3,1,2,1,4,0,2,0,1,4,0,2,0,5.200000
2833,1,1,0,1,2,3,2,0,1,2,3,2,0,1,1,0,4,0,2,1,0,4,0,2,2.000000
2834,1,2,0,1,1,2,1,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2,1,1,5.200000
2835,0,0,0,1,1,5,1,4,0,1,5,1,4,0,1,3,2,1,1,1,3,2,1,1,6.800000
2836,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,1,2,1,2,2.800000
2840,1,1,2,1,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,0.000000
2845,1,3,1,1,2,5,2,3,2,2,5,2,3,2,2,2,3,0,1,2,2,3,0,1,3.000000
2846,1,1,0,1,2,4,2,3,0,2,4,2,3,0,2,2,2,2,2,2,2,2,2,2,3.800000
2851,1,1,1,1,1,1,2,0,0,1,1,2,0,0,2,4,4,2,3,2,4,4,2,3,2.400000
2853,1,1,2,1,1,0,4,0,1,1,0,4,0,1,1,1,4,1,2,1,1,4,1,2,3.600000
2854,1,2,0,1,2,3,1,1,0,2,3,1,1,0,1,1,1,1,0,1,1,1,1,0,1.800000
2855,1,1,0,1,2,3,1,1,0,2,3,1,1,0,1,4,0,1,0,1,4,0,1,0,1.800000
2857,1,2,0,1,1,1,1,0,1,1,1,1,0,1,1,2,0,0,0,1,2,0,0,0,0.800000
2859,1,1,1,1,1,0,2,0,0,1,0,2,0,0,2,2,2,1,1,2,2,2,1,1,1.000000
2860,1,2,0,0,1,4,0,1,0,1,4,0,1,0,1,4,1,2,1,1,4,1,2,1,4.400000
2862,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,2,1,2,0,1,2,1,2,0,2.400000
2863,1,1,2,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1.200000
2864,0,0,0,1,1,2,0,2,0,1,2,0,2,0,2,3,4,0,4,2,3,4,0,4,4.000000
2865,1,0,1,1,1,1,2,0,2,1,1,2,0,2,1,1,1,0,0,1,1,1,0,0,1.600000
2866,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,3,1,2,1,1,3,1,2,2.800000
2868,1,1,2,1,1,0,0,0,0,1,0,0,0,0,1,2,1,0,0,1,2,1,0,0,0.000000
2871,1,0,1,1,2,1,4,1,3,2,1,4,1,3,2,2,1,2,0,2,2,1,2,0,3.000000
2876,1,1,1,1,1,2,1,0,0,1,2,1,0,0,1,1,2,1,2,1,1,2,1,2,2.800000
2892,1,1,0,0,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,5.200000
2894,1,2,0,1,1,0,1,0,1,1,0,1,0,1,2,2,3,0,1,2,2,3,0,1,1.200000
2906,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.000000
2922,1,2,2,1,2,5,1,3,1,2,5,1,3,1,2,3,3,1,2,2,3,3,1,2,3.600000
2923,1,1,0,0,2,2,2,0,2,2,2,2,0,2,3,5,7,2,3,3,5,7,2,3,2.400000
2929,1,1,1,1,1,1,0,1,0,1,1,0,1,0,2,1,3,1,2,2,1,3,1,2,2.600000
2940,1,0,1,0,1,5,3,1,1,1,5,3,1,1,1,0,3,0,1,1,0,3,0,1,2.800000
2946,1,1,0,1,1,1,0,0,0,1,1,0,0,0,2,3,3,1,0,2,3,3,1,0,0.600000
2958,1,1,0,1,1,3,2,0,1,1,3,2,0,1,1,1,5,1,1,1,1,5,1,1,2.800000
2975,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,3,0,2,0,1,3,0,2,0,2.400000
2988,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,2,1,0,1,1,2,1,0,2.000000
2989,0,0,0,0,2,3,2,3,0,2,3,2,3,0,1,2,3,1,2,1,2,3,1,2,4.600000
2993,0,0,0,1,1,2,0,2,0,1,2,0,2,0,1,0,2,0,2,1,0,2,0,2,4.000000
3004,1,1,0,1,1,3,0,2,0,1,3,0,2,0,1,1,1,1,1,1,1,1,1,1,4.400000
3006,1,2,0,1,1,2,0,1,0,1,2,0,1,0,1,0,8,0,4,1,0,8,0,4,4.400000
3008,0,0,0,1,1,3,1,1,1,1,3,1,1,1,1,0,4,0,2,1,0,4,0,2,3.600000
3010,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,2,0,1,3,0,2,0,4.400000
3023,1,3,0,1,2,5,5,2,1,2,5,5,2,1,1,1,1,1,0,1,1,1,1,0,2.800000
3028,0,0,0,1,2,3,4,3,2,2,3,4,3,2,1,2,0,1,0,1,2,0,1,0,3.800000
3040,0,0,0,1,1,1,2,1,1,1,1,2,1,1,1,1,0,0,0,1,1,0,0,0,2.000000
3050,1,0,1,1,1,0,1,0,1,1,0,1,0,1,2,3,2,2,1,2,3,2,2,1,2.400000
3058,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.000000
3070,0,0,0,0,1,2,0,1,0,1,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1.200000
3072,1,0,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,0,1,1,1,1,0,2.800000
3076,1,1,0,1,1,2,2,1,1,1,2,2,1,1,1,1,1,0,1,1,1,1,0,1,2.800000
3077,0,0,0,0,1,4,3,0,3,1,4,3,0,3,1,0,0,0,0,1,0,0,0,0,2.400000
3078,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,2,1,0,1,1,2,1,0,1,1.600000
3081,1,2,1,1,1,0,0,0,0,1,0,0,0,0,1,3,4,3,0,1,3,4,3,0,3.600000
3092,0,0,0,1,1,3,3,1,2,1,3,3,1,2,1,0,2,0,1,1,0,2,0,1,3.600000
3112,1,1,2,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1.200000
3113,1,0,1,1,2,1,2,1,2,2,1,2,1,2,1,4,0,1,0,1,4,0,1,0,2.600000
3122,1,1,0,1,1,5,0,1,0,1,5,0,1,0,1,1,1,1,0,1,1,1,1,0,2.400000
3129,0,0,0,1,2,4,1,3,1,2,4,1,3,1,1,1,0,0,0,1,1,0,0,0,2.200000
3133,1,1,0,1,4,9,9,4,4,4,9,9,4,4,1,1,2,0,0,1,1,2,0,0,2.000000
3135,0,0,0,0,4,9,5,4,2,4,9,5,4,2,3,14,4,6,2,3,14,4,6,2,4.533333
3136,1,2,1,1,2,1,3,1,2,2,1,3,1,2,4,10,2,5,2,4,10,2,5,2,3.300000
3143,1,3,1,1,3,7,1,4,1,3,7,1,4,1,2,1,2,0,1,2,1,2,0,1,2.266667
3145,1,2,0,1,3,5,5,2,1,3,5,5,2,1,2,2,5,2,1,2,2,5,2,1,2.666667
3146,1,1,2,1,2,3,3,1,1,2,3,3,1,1,1,2,2,0,2,1,2,2,0,2,2.600000
3147,1,0,3,1,1,1,1,1,0,1,1,1,1,0,2,4,1,1,0,2,4,1,1,0,1.800000
3149,1,1,0,1,2,4,3,3,0,2,4,3,3,0,1,2,2,1,0,1,2,2,1,0,3.000000
3150,0,0,0,1,3,6,2,3,1,3,6,2,3,1,1,0,3,0,0,1,0,3,0,0,1.466667
3152,0,0,0,1,1,2,2,2,0,1,2,2,2,0,2,2,4,1,1,2,2,4,1,1,3.400000
3153,0,0,0,1,2,6,0,1,0,2,6,0,1,0,3,8,3,2,2,3,8,3,2,2,1.933333
3155,0,0,0,0,1,2,1,0,1,1,2,1,0,1,2,1,0,0,0,2,1,0,0,0,0.800000
3156,1,0,1,0,1,0,3,0,0,1,0,3,0,0,1,1,2,1,0,1,1,2,1,0,1.200000
3158,1,1,2,1,1,2,1,0,1,1,2,1,0,1,2,2,3,1,0,2,2,3,1,0,1.400000
3160,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0.000000
3161,1,1,1,1,1,1,2,0,1,1,1,2,0,1,1,2,0,0,0,1,2,0,0,0,0.800000
3162,1,1,1,1,2,3,8,0,3,2,3,8,0,3,1,1,0,1,0,1,1,0,1,0,2.400000
3169,1,4,1,1,1,0,1,0,0,1,0,1,0,0,1,2,1,2,1,1,2,1,2,1,3.200000
3185,1,0,1,1,1,2,1,1,0,1,2,1,1,0,1,0,1,0,0,1,0,1,0,0,1.200000
3186,1,1,1,1,2,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0.800000
3188,1,1,0,0,1,0,1,0,0,1,0,1,0,0,2,1,1,0,0,2,1,1,0,0,0.000000
3190,1,1,0,1,1,1,2,0,1,1,1,2,0,1,1,1,0,0,0,1,1,0,0,0,0.800000
3193,1,0,1,1,1,2,5,1,2,1,2,5,1,2,2,3,1,2,0,2,3,1,2,0,4.000000
3194,1,1,0,0,2,5,2,0,2,2,5,2,0,2,1,1,3,0,1,1,1,3,0,1,1.600000
3198,1,1,0,1,1,0,0,0,0,1,0,0,0,0,2,3,4,1,2,2,3,4,1,2,1.400000
3200,1,0,1,1,1,2,2,1,2,1,2,2,1,2,2,0,5,0,1,2,0,5,0,1,3.200000
3201,1,2,1,1,3,4,3,1,2,3,4,3,1,2,3,3,5,2,2,3,3,5,2,2,2.266667
3202,0,0,0,1,2,3,2,2,1,2,3,2,2,1,2,4,0,1,0,2,4,0,1,0,2.200000
3203,1,2,0,0,2,0,2,0,1,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0.400000
3204,0,0,0,1,2,3,2,1,1,2,3,2,1,1,3,3,4,1,1,3,3,4,1,1,1.666667
3205,1,1,0,1,3,5,3,0,3,3,5,3,0,3,2,2,3,1,2,2,2,3,1,2,2.200000
3206,1,0,1,1,3,7,1,4,0,3,7,1,4,0,4,5,3,3,0,4,5,3,3,0,2.500000
3207,1,1,2,1,4,9,1,1,1,4,9,1,1,1,2,1,4,0,1,2,1,4,0,1,0.900000
3213,1,1,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1.200000
3214,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,2,0,1,1,1,2,0,1,1.600000
3215,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,3.200000
3216,1,1,0,1,1,3,0,1,0,1,3,0,1,0,1,0,3,0,3,1,0,3,0,3,3.600000
3218,1,1,1,1,2,3,2,3,2,2,3,2,3,2,1,1,1,0,1,1,1,1,0,1,3.400000
3219,0,0,0,1,1,0,3,0,1,1,0,3,0,1,2,5,3,1,3,2,5,3,1,3,2.600000
3220,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2.000000
3221,1,2,0,1,1,3,1,2,0,1,3,1,2,0,2,5,0,2,0,2,5,0,2,0,3.600000
3222,1,4,0,1,1,0,4,0,0,1,0,4,0,0,1,0,1,0,0,1,0,1,0,0,0.000000
3225,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,3,2,0,2,1,3,2,0,2,5.600000
3227,1,1,1,1,1,1,0,0,0,1,1,0,0,0,2,4,3,1,2,2,4,3,1,2,1.400000
3229,0,0,0,1,1,0,1,0,0,1,0,1,0,0,2,2,1,2,0,2,2,1,2,0,1.200000
3230,1,0,1,1,2,3,1,0,1,2,3,1,0,1,1,2,1,1,0,1,2,1,1,0,1.600000
3234,1,2,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.000000
3242,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,2,1,1,1,1,2,1,1,2.800000
3255,1,2,2,1,1,1,0,1,0,1,1,0,1,0,2,3,5,1,3,2,3,5,1,3,3.000000
3258,1,0,1,1,1,2,0,1,0,1,2,0,1,0,2,4,5,4,2,2,4,5,4,2,4.400000
3276,1,1,0,1,1,0,2,0,1,1,0,2,0,1,1,3,2,2,1,1,3,2,2,1,4.000000
3281,1,1,0,1,2,2,3,1,1,2,2,3,1,1,2,5,3,3,1,2,5,3,3,1,3.200000
3282,0,0,0,1,2,2,6,0,2,2,2,6,0,2,2,0,5,0,1,2,0,5,0,1,1.200000
3283,1,1,0,1,2,4,3,2,2,2,4,3,2,2,2,1,3,0,2,2,1,3,0,2,2.800000
3286,1,2,0,1,1,2,1,1,0,1,2,1,1,0,1,0,3,0,0,1,0,3,0,0,1.200000
3287,1,2,0,1,1,1,1,0,0,1,1,1,0,0,1,0,2,0,0,1,0,2,0,0,0.000000
3293,0,0,0,1,2,3,4,1,3,2,3,4,1,3,2,0,0,0,0,2,0,0,0,0,1.800000
3300,0,0,0,1,2,1,0,1,0,2,1,0,1,0,1,2,4,2,3,1,2,4,2,3,5.400000
3302,0,0,0,1,1,2,1,1,1,1,2,1,1,1,1,6,2,4,1,1,6,2,4,1,7.600000
3320,0,0,0,0,1,1,2,0,1,1,1,2,0,1,2,1,2,1,0,2,1,2,1,0,1.400000
3331,1,1,0,1,2,4,2,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3.000000
3338,0,0,0,1,1,2,2,0,0,1,2,2,0,0,1,2,1,1,0,1,2,1,1,0,1.200000
3366,0,0,0,1,1,2,0,1,0,1,2,0,1,0,1,2,2,0,0,1,2,2,0,0,1.200000
3378,1,2,0,0,3,1,3,1,1,3,1,3,1,1,3,4,1,1,0,3,4,1,1,0,1.066667
3388,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,3.200000
3422,1,1,0,1,2,4,2,3,1,2,4,2,3,1,1,2,0,1,0,1,2,0,1,0,3.400000
3445,0,0,0,1,1,1,4,1,2,1,1,4,1,2,1,1,4,0,4,1,1,4,0,4,6.000000
3450,1,3,0,1,1,2,2,1,1,1,2,2,1,1,1,0,1,0,0,1,0,1,0,0,2.000000
3462,0,0,0,1,3,4,1,2,1,3,4,1,2,1,4,6,5,3,1,4,6,5,3,1,2.166667
3474,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0.000000
3476,1,1,2,1,2,3,2,1,1,2,3,2,1,1,1,0,0,0,0,1,0,0,0,0,1.000000
3577,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,1,3,0,1,2.800000
3582,0,0,0,1,1,0,2,0,1,1,0,2,0,1,1,1,2,1,0,1,1,2,1,0,2.000000
3584,0,0,0,1,1,2,3,1,1,1,2,3,1,1,2,6,4,3,3,2,6,4,3,3,5.000000
3601,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,0,4,0,2,1,0,4,0,2,2.400000
3606,1,1,0,1,1,2,0,1,0,1,2,0,1,0,1,0,3,0,2,1,0,3,0,2,2.800000
3609,0,0,0,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,6.000000
3613,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,3,1,1,1,1,3,1,1,2.800000
3648,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,3,0,1,1,1,3,0,1,2.000000
3653,1,0,1,1,3,3,5,1,2,3,3,5,1,2,2,2,6,0,2,2,2,6,0,2,1.733333
3654,1,1,2,1,2,4,2,2,0,2,4,2,2,0,2,7,2,4,0,2,7,2,4,0,3.600000
3655,1,0,1,1,2,1,5,0,3,2,1,5,0,3,3,1,2,1,1,3,1,2,1,1,1.866667
3656,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,5.200000
3657,1,1,0,1,2,6,5,2,3,2,6,5,2,3,2,1,7,1,3,2,1,7,1,3,4.200000
3663,0,0,0,1,2,1,2,1,1,2,1,2,1,1,3,1,3,1,1,3,1,3,1,1,1.666667
3666,1,0,1,1,3,5,4,0,1,3,5,4,0,1,1,1,2,0,1,1,1,2,0,1,1.066667
3667,1,1,0,0,1,4,2,1,1,1,4,2,1,1,1,0,1,0,1,1,0,1,0,1,2.800000
3668,0,0,0,1,3,1,3,0,1,3,1,3,0,1,1,2,0,1,0,1,2,0,1,0,1.466667
3669,1,0,2,1,2,4,4,2,0,2,4,4,2,0,4,5,4,1,2,4,5,4,1,2,1.900000
3670,1,2,0,1,1,3,1,1,1,1,3,1,1,1,2,6,0,3,0,2,6,0,3,0,3.800000
3676,0,0,0,1,2,5,1,1,0,2,5,1,1,0,2,3,0,1,0,2,3,0,1,0,1.200000
3678,1,1,0,1,1,0,0,0,0,1,0,0,0,0,2,8,2,6,0,2,8,2,6,0,3.600000
3680,1,0,1,1,1,0,0,0,0,1,0,0,0,0,2,2,2,0,2,2,2,2,0,2,0.800000
3681,1,2,0,1,2,4,2,4,1,2,4,2,4,1,1,3,1,1,1,1,3,1,1,1,4.800000
3687,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,3,2,3,2,1,3,2,3,2,5.200000
3691,1,2,0,1,1,1,1,0,1,1,1,1,0,1,2,1,1,0,0,2,1,1,0,0,0.800000
3695,1,0,1,1,1,3,1,1,0,1,3,1,1,0,1,1,3,0,2,1,1,3,0,2,2.800000
3696,1,2,0,1,1,1,4,0,1,1,1,4,0,1,1,1,1,0,0,1,1,1,0,0,0.800000
3698,0,0,0,1,1,3,1,2,0,1,3,1,2,0,1,0,0,0,0,1,0,0,0,0,2.400000
3699,1,0,3,1,2,3,3,0,2,2,3,3,0,2,3,5,4,2,1,3,5,4,2,1,1.866667
3700,0,0,0,1,3,2,5,1,2,3,2,5,1,2,2,1,4,0,1,2,1,4,0,1,1.333333
3701,1,0,1,1,2,1,3,1,2,2,1,3,1,2,2,3,4,1,2,2,3,4,1,2,2.800000
3702,0,0,0,1,2,6,0,2,0,2,6,0,2,0,3,2,3,1,2,3,2,3,1,2,2.133333
3703,1,0,1,1,3,4,5,1,2,3,4,5,1,2,3,8,2,3,0,3,8,2,3,0,2.133333
3704,1,1,1,0,2,3,1,2,1,2,3,1,2,1,2,2,4,1,1,2,2,4,1,1,2.600000
3705,0,0,0,1,3,4,2,1,1,3,4,2,1,1,4,9,7,4,0,4,9,7,4,0,1.866667
3706,0,0,0,1,2,1,1,1,0,2,1,1,1,0,1,3,2,2,1,1,3,2,2,1,3.800000
3711,1,1,0,0,4,10,7,2,1,4,10,7,2,1,4,11,7,3,4,4,11,7,3,4,2.500000
3713,0,0,0,1,3,5,1,1,0,3,5,1,1,0,3,7,6,3,2,3,7,6,3,2,2.133333
3714,0,0,0,1,2,4,5,2,3,2,4,5,2,3,2,2,5,1,3,2,2,5,1,3,4.200000
3715,1,1,3,1,1,2,1,2,0,1,2,1,2,0,4,8,7,4,1,4,8,7,4,1,3.800000
3716,0,0,0,1,3,8,2,4,0,3,8,2,4,0,4,10,9,2,4,4,10,9,2,4,3.000000
3718,1,1,0,1,3,3,4,3,1,3,3,4,3,1,3,4,6,1,1,3,4,6,1,1,2.133333
3719,1,4,0,1,2,4,2,3,1,2,4,2,3,1,2,5,2,2,2,2,5,2,2,2,4.200000
3720,1,1,2,1,2,2,1,2,0,2,2,1,2,0,1,0,5,0,2,1,0,5,0,2,2.800000
3721,1,3,0,1,2,3,1,3,0,2,3,1,3,0,3,4,4,2,1,3,4,4,2,1,2.866667
3722,1,1,1,1,3,6,5,3,2,3,6,5,3,2,3,3,6,0,2,3,3,6,0,2,2.266667
3723,1,1,0,1,4,9,4,2,2,4,9,4,2,2,2,4,3,1,0,2,4,3,1,0,1.600000
3724,1,2,2,1,1,2,1,0,1,1,2,1,0,1,4,7,2,3,1,4,7,2,3,1,1.900000
3725,1,0,1,1,1,1,3,0,0,1,1,3,0,0,3,5,5,4,0,3,5,5,4,0,1.600000
3727,1,2,0,1,3,4,8,2,3,3,4,8,2,3,3,7,1,1,0,3,7,1,1,0,2.000000
3728,0,0,0,0,3,4,4,1,1,3,4,4,1,1,3,6,5,2,3,2,5,4,2,2,2.426667
3730,1,2,1,1,3,3,6,1,3,2,2,4,1,2,3,2,5,1,3,3,2,5,1,3,2.480000
3731,1,1,0,1,5,10,5,4,1,4,8,4,3,1,2,2,0,1,0,2,2,0,1,0,1.711111
3732,1,2,0,1,1,0,0,0,0,1,0,0,0,0,5,11,3,2,3,4,10,3,2,3,1.066667
3733,0,0,0,0,3,4,5,2,2,3,4,5,2,2,3,2,3,2,1,3,2,3,2,1,2.400000
3735,1,1,1,0,3,4,1,1,0,2,2,1,1,0,6,12,5,3,4,5,12,5,3,4,1.716364
3736,1,1,0,1,6,7,4,5,0,5,7,4,5,0,5,8,4,4,3,4,7,3,3,2,2.468687
3737,1,1,0,1,2,1,0,1,0,2,1,0,1,0,2,4,4,2,0,2,4,4,2,0,1.800000
3739,1,0,1,1,1,0,0,0,0,1,0,0,0,0,2,1,2,0,0,2,1,2,0,0,0.000000
3742,1,1,0,1,2,1,6,0,2,2,1,6,0,2,2,2,8,1,3,2,2,8,1,3,2.600000
3743,0,0,0,1,1,3,0,1,0,1,3,0,1,0,4,10,6,4,3,4,10,6,4,3,3.000000
3744,1,0,1,1,1,0,3,0,1,1,0,3,0,1,2,3,0,1,0,2,3,0,1,0,1.400000
3745,1,0,2,1,4,8,2,4,1,4,8,2,4,1,3,3,1,1,1,3,3,1,1,1,2.066667
3747,1,0,1,0,4,2,7,1,2,4,2,7,1,2,4,7,10,4,4,3,5,9,3,4,2.814286
3749,1,1,0,1,2,5,2,2,1,2,5,2,2,1,3,2,3,1,1,3,2,3,1,1,2.266667
3751,1,1,0,1,2,2,4,0,2,2,2,4,0,2,3,2,2,0,1,3,2,2,0,1,1.066667
3753,0,0,0,1,1,1,3,0,0,1,1,3,0,0,2,0,3,0,1,2,0,3,0,1,0.400000
3754,1,1,1,1,5,14,9,8,6,5,14,9,8,6,5,11,3,5,1,5,11,3,5,1,4.240000
3755,1,0,2,1,5,3,6,3,3,5,3,6,3,3,5,7,7,3,2,5,7,7,3,2,2.240000
3756,0,0,0,0,4,0,3,0,3,3,0,3,0,3,3,5,3,4,1,3,5,3,4,1,2.552381
3757,1,1,0,1,4,4,8,2,2,3,4,7,2,2,3,2,4,0,3,3,2,4,0,3,1.942857
3758,1,1,0,1,4,4,5,2,3,4,4,5,2,3,4,8,5,0,2,4,8,5,0,2,1.600000
3759,1,1,4,1,6,12,4,5,1,6,12,4,5,1,6,17,10,9,7,5,14,7,8,5,3.860606
3760,0,0,0,1,6,3,9,3,5,5,3,7,3,4,6,12,6,6,2,5,9,5,5,2,2.800000
3761,1,1,0,1,2,3,3,0,0,2,3,3,0,0,4,4,4,4,1,4,4,4,4,1,1.400000
3762,0,0,0,1,3,3,2,0,1,3,3,2,0,1,3,3,3,2,0,3,3,3,2,0,1.066667
3764,0,0,0,1,3,8,5,2,1,3,8,5,2,1,3,6,2,6,1,3,6,2,6,1,3.733333
3777,0,0,0,0,6,10,7,5,2,5,10,6,5,2,6,8,8,5,4,5,5,8,2,4,2.727273
3780,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,4,2,1,1,1,4,2,1,1,2.000000
3781,0,0,0,1,1,1,2,1,2,1,1,2,1,2,3,5,6,2,2,3,5,6,2,2,4.133333
3782,1,0,1,1,2,6,3,1,2,2,6,3,1,2,1,2,1,0,0,1,2,1,0,0,1.400000
3788,1,1,0,1,3,1,6,0,3,3,1,6,0,3,4,9,4,4,2,4,9,4,4,2,2.400000
3789,1,0,1,1,2,1,5,0,1,2,1,5,0,1,3,4,3,1,0,3,4,3,1,0,0.800000
3791,1,0,1,0,2,5,3,2,0,2,5,3,2,0,2,4,1,3,0,2,4,1,3,0,3.000000
3792,1,1,0,1,1,3,0,0,0,1,3,0,0,0,3,11,5,6,4,3,11,5,6,4,3.466667
3793,1,1,0,0,2,2,5,0,2,2,2,5,0,2,2,1,2,1,1,2,1,2,1,1,1.800000
3794,0,0,0,0,3,3,3,3,0,3,3,3,3,0,2,6,2,2,1,2,6,2,2,1,2.800000
3795,0,0,0,1,3,8,7,5,2,3,8,7,5,2,3,1,6,1,3,3,1,6,1,3,3.733333
3796,1,1,0,1,2,5,1,1,1,2,5,1,1,1,2,1,1,1,1,2,1,1,1,1,2.000000
3798,1,1,0,0,2,1,4,0,1,2,1,4,0,1,1,1,2,0,1,1,1,2,0,1,1.200000
3799,1,1,2,1,2,3,1,1,1,2,3,1,1,1,3,3,8,2,4,3,3,8,2,4,2.866667
3800,1,1,1,1,3,6,4,3,3,3,6,4,3,3,2,6,2,1,1,2,6,2,1,1,3.000000
3801,1,1,1,1,1,1,0,0,0,1,1,0,0,0,2,6,2,3,2,2,6,2,3,2,2.600000
3802,1,1,1,1,2,5,2,1,1,2,5,2,1,1,3,10,5,5,3,3,10,5,5,3,3.800000
3803,1,1,0,1,3,7,2,2,1,3,7,2,2,1,2,2,2,1,0,2,2,2,1,0,1.666667
3804,0,0,0,1,2,4,3,2,1,2,4,3,2,1,2,2,3,0,3,2,2,3,0,3,2.800000
3805,1,2,0,1,3,6,2,4,2,3,6,2,4,2,2,4,3,2,1,2,4,3,2,1,3.733333
