比赛id,上半场是否有进球,主队上半场得分,客队上半场得分,是否推荐场次,主队近期比赛数,主队近期总得分,主队近期总失分,主队近期上半场总得分,主队近期上半场总失分,主队30天内比赛数,主队30天内总得分,主队30天内总失分,主队30天内上半场总得分,主队30天内上半场总失分,客队近期比赛数,客队近期总得分,客队近期总失分,客队近期上半场总得分,客队近期上半场总失分,客队30天内比赛数,客队30天内总得分,客队30天内总失分,客队30天内上半场总得分,客队30天内上半场总失分,上半场进球系数
10941,1,1,0,1,2,4,3,3,1,1,1,0,0,0,5,13,4,8,2,3,10,3,6,2,3.966667
10943,1,1,0,1,8,10,9,6,5,5,7,7,5,3,6,6,3,3,1,4,3,2,2,0,2.187692
10944,1,0,5,1,9,11,19,3,13,3,2,7,0,5,7,12,7,5,3,3,4,3,2,1,2.660000
10946,1,1,0,1,6,8,7,5,3,3,5,1,3,0,6,6,4,2,2,4,2,3,1,1,1.933333
10947,0,0,0,1,1,1,2,1,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,1.600000
10952,1,0,1,1,3,3,1,0,0,0,0,0,0,0,6,10,6,8,2,0,0,0,0,0,1.866667
10953,1,1,0,1,5,14,7,7,4,0,0,0,0,0,5,8,4,3,1,2,1,1,0,0,2.948571
10954,1,2,0,1,8,10,12,4,7,0,0,0,0,0,2,5,2,3,2,0,0,0,0,0,3.900000
10955,1,0,1,1,3,10,5,7,2,1,8,0,6,0,2,1,5,1,4,2,1,5,1,4,6.500000
10956,1,0,1,1,7,17,13,11,10,0,0,0,0,0,4,6,4,3,1,0,0,0,0,0,4.128571
10961,0,0,0,1,7,5,12,2,4,2,0,3,0,1,11,24,13,10,5,2,4,2,1,0,2.034188
10962,1,0,1,1,8,15,9,4,4,3,6,2,0,1,7,10,5,5,2,2,4,2,0,1,1.733333
10963,0,0,0,1,5,3,7,1,3,2,3,2,1,0,13,15,26,7,10,4,6,13,2,3,1.932773
10964,1,2,0,1,8,11,10,4,4,2,0,5,0,2,7,16,2,6,2,3,7,0,1,0,1.960000
10965,1,1,3,1,8,12,16,5,7,3,4,3,1,2,13,12,29,7,16,4,6,8,3,3,2.909091
10966,1,0,2,1,5,6,7,3,5,1,2,0,1,0,7,13,8,6,1,3,6,5,2,0,2.506667
10967,1,1,4,1,7,9,12,4,8,3,2,7,2,4,10,18,8,8,7,2,4,1,2,1,3.213333
10968,0,0,0,1,5,5,10,3,4,1,2,1,1,0,6,9,4,2,1,2,2,3,0,1,1.833333
10969,1,0,2,1,11,15,16,5,4,3,1,7,0,2,13,22,10,13,4,3,9,2,6,1,2.446429
10971,1,0,3,1,1,2,2,1,2,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,5.200000
10974,1,1,0,1,3,3,2,1,0,0,0,0,0,0,2,4,3,1,1,2,4,3,1,1,1.400000
10979,1,1,0,1,2,1,3,1,1,1,0,3,0,1,2,1,3,1,2,0,0,0,0,0,2.333333
10982,1,1,0,1,2,7,1,0,0,1,3,1,0,0,1,1,1,1,0,0,0,0,0,0,1.200000
10985,1,1,1,1,9,8,18,4,10,4,4,9,3,5,11,10,15,2,4,6,2,8,0,2,1.992760
10988,1,2,0,1,3,4,4,2,3,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,3.700000
10992,0,0,0,1,10,13,8,6,4,4,7,4,3,2,11,8,8,3,5,5,4,2,0,2,1.689286
10995,1,0,1,1,5,8,5,4,1,1,2,1,0,0,6,12,9,5,4,1,3,2,2,0,2.590476
10996,1,0,1,1,5,6,8,2,2,1,2,1,1,1,5,5,4,2,1,1,1,1,1,0,1.733333
10997,0,0,0,1,6,7,7,3,3,2,3,2,2,1,8,9,20,2,4,2,3,3,1,1,1.910000
10998,1,1,0,1,5,8,9,5,4,1,1,2,1,1,5,7,10,1,6,1,1,2,0,1,3.000000
10999,0,0,0,1,7,14,10,6,4,2,3,4,1,2,5,5,4,2,1,1,1,2,0,0,2.000000
11000,1,1,0,1,8,9,11,5,8,2,3,2,2,1,5,8,6,2,5,1,2,2,0,2,2.893333
11001,1,2,2,1,6,7,6,4,3,1,2,2,1,0,6,9,8,4,4,1,2,2,2,0,2.685714
11002,0,0,0,1,5,7,12,5,7,1,2,3,0,2,6,10,7,6,2,1,1,2,1,1,3.742857
11003,1,2,0,1,10,15,18,6,9,2,2,3,1,2,6,5,9,4,4,1,1,1,1,1,2.861905
11005,1,0,2,1,6,7,7,4,4,1,0,2,0,2,7,9,12,5,8,2,3,1,3,1,3.238095
11007,1,1,2,1,7,7,7,5,4,3,3,3,2,2,5,4,9,2,7,3,3,4,2,3,2.920000
11009,1,2,0,1,9,11,6,6,4,3,6,3,5,2,8,10,9,8,4,3,5,4,4,2,3.245455
11010,1,1,0,1,4,9,6,6,4,2,3,1,2,1,6,6,9,0,6,2,1,4,0,4,3.266667
11011,1,2,0,1,13,33,12,19,4,5,12,6,6,1,7,6,11,0,3,3,3,4,0,0,2.128889
11012,1,1,1,1,6,6,6,3,5,3,5,5,2,4,7,13,15,3,7,3,6,7,2,4,2.946667
11013,0,0,0,1,6,5,9,0,4,3,2,7,0,3,6,6,8,1,3,3,3,0,1,0,1.155556
11014,1,0,1,0,7,4,18,3,8,3,2,6,2,1,6,6,14,4,8,2,3,5,3,3,3.470000
11015,1,0,2,1,6,8,10,3,3,3,5,7,1,2,13,22,10,9,5,4,5,5,3,4,2.248366
11016,0,0,0,0,7,7,10,5,6,2,3,4,2,2,7,9,12,6,6,3,2,5,2,3,3.324444
11017,0,0,0,1,8,6,10,3,1,3,4,4,2,1,12,27,16,14,4,5,11,8,4,2,2.243850
11019,1,0,1,1,6,10,11,5,7,3,6,5,3,3,4,5,9,3,5,2,5,4,3,2,4.088889
11020,0,0,0,1,4,6,5,1,2,0,0,0,0,0,5,7,5,2,2,2,5,3,2,1,1.728571
11021,0,0,0,0,7,9,7,5,2,3,4,4,1,1,7,5,10,4,6,2,1,2,1,1,2.248889
11023,0,0,0,1,5,8,8,3,5,1,3,3,2,2,6,5,2,4,1,2,0,0,0,0,2.633333
11024,0,0,0,1,5,6,5,3,3,1,1,2,1,2,6,7,8,4,5,2,3,2,2,2,3.066667
11025,1,0,1,1,6,6,7,3,1,2,1,2,0,1,5,3,4,1,3,0,0,0,0,0,1.370000
11026,1,2,0,1,6,9,6,2,5,1,2,0,1,0,4,5,2,4,2,2,2,1,2,1,2.685714
11029,1,1,0,1,4,5,5,2,2,1,1,2,0,0,9,12,14,5,4,1,2,1,1,0,1.840000
11030,1,1,1,1,4,4,7,2,1,1,3,2,2,0,4,8,1,1,0,1,2,0,1,0,1.600000
11031,0,0,0,1,7,8,6,6,5,2,0,2,0,2,4,4,8,1,4,0,0,0,0,0,2.522222
11032,0,0,0,1,6,4,9,2,3,1,1,2,0,1,5,6,16,1,8,1,2,3,0,2,2.333333
11033,1,1,0,1,7,4,20,0,9,1,0,5,0,3,6,2,6,2,4,2,1,1,1,1,2.150000
11034,1,1,0,1,6,11,4,4,2,1,1,0,1,0,6,8,5,3,2,1,2,1,0,0,1.828571
11035,1,1,0,0,6,9,2,3,1,1,0,2,0,1,5,9,3,6,2,1,1,0,1,0,2.409524
11036,1,0,2,1,7,7,9,2,4,0,0,0,0,0,8,16,4,10,0,1,5,0,3,0,2.533333
11037,1,0,1,1,8,7,10,5,6,5,3,5,2,3,5,7,7,4,5,3,4,4,2,2,2.800000
11038,1,1,1,1,8,13,7,7,4,4,8,5,5,2,7,5,7,2,3,4,3,7,1,3,2.363636
11039,1,0,2,1,7,6,9,4,5,4,3,6,1,2,8,16,11,6,6,4,10,6,3,3,2.554545
11040,0,0,0,1,7,10,15,9,9,4,6,8,5,4,10,15,11,5,5,5,10,7,4,3,3.619394
11041,1,1,0,1,7,11,12,6,5,4,6,8,4,3,7,10,9,4,4,3,8,4,3,3,3.072727
11043,1,1,0,1,1,0,1,0,1,0,0,0,0,0,7,5,9,3,3,2,1,1,0,1,1.555556
11044,1,1,1,1,3,1,3,0,0,1,1,1,0,0,6,5,7,0,2,2,1,0,0,0,0.200000
11046,1,1,1,1,5,6,4,2,2,2,2,2,0,1,6,11,5,6,4,3,5,2,2,1,2.196825
11047,1,0,1,1,4,5,2,2,1,2,2,1,1,1,5,6,8,3,3,2,0,1,0,0,1.723810
11048,1,3,1,1,6,10,8,5,4,3,6,2,4,1,3,4,4,2,2,1,0,2,0,0,2.644444
11051,1,0,2,1,4,4,7,3,2,2,3,4,2,1,5,4,7,2,3,3,2,6,1,2,2.350000
11052,1,1,0,1,4,8,1,4,1,1,1,0,1,0,7,7,12,4,6,3,4,5,2,3,2.800000
11053,1,0,1,0,6,8,7,4,2,1,3,1,3,0,9,12,22,4,9,2,3,5,1,2,2.774026
11055,1,1,2,1,7,8,11,2,4,2,2,3,1,1,8,11,14,2,8,1,3,1,2,1,2.177778
11056,1,2,3,1,4,8,7,4,2,1,1,3,1,2,5,10,9,6,4,0,0,0,0,0,3.920000
11057,0,0,0,1,9,6,10,2,5,3,1,5,1,2,9,8,11,3,8,3,3,7,1,5,2.033333
11058,1,0,1,1,7,8,7,3,2,3,6,2,3,2,8,15,10,6,4,3,7,3,4,1,2.494545
11060,1,0,2,1,1,0,1,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,2.000000
11063,1,0,1,1,2,3,1,2,1,0,0,0,0,0,4,9,9,3,3,1,3,2,2,1,3.440000
11065,1,3,0,1,1,4,1,2,0,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,3.600000
11069,1,1,0,1,2,3,3,1,1,0,0,0,0,0,2,3,2,2,2,0,0,0,0,0,3.000000
11070,0,0,0,1,4,8,4,3,2,2,5,3,2,2,1,1,0,0,0,1,1,0,0,0,1.533333
11071,0,0,0,1,4,4,6,2,3,2,2,2,1,1,3,1,8,0,4,2,1,6,0,3,2.253333
11078,0,0,0,1,4,9,1,5,0,3,9,1,5,0,3,5,4,1,3,1,1,0,0,0,2.614286
11079,0,0,0,1,3,5,3,2,2,1,4,2,2,1,6,8,11,4,5,3,3,6,2,3,3.311111
11080,1,0,1,1,11,11,16,3,9,6,5,8,2,5,9,12,13,4,7,5,5,6,1,2,1.954622
11081,1,0,1,1,10,15,15,7,6,5,4,8,3,2,10,16,18,8,13,5,8,9,5,7,3.333333
11084,0,0,0,1,10,8,19,3,9,5,5,11,2,3,9,20,18,12,4,4,12,10,7,4,3.286154
11086,0,0,0,1,10,15,9,7,5,5,6,3,2,1,11,17,17,12,4,5,5,9,5,4,2.715000
11087,0,0,0,1,8,6,15,5,5,4,2,7,1,3,9,7,19,5,8,5,5,12,3,5,2.561905
11088,1,0,2,1,11,18,16,12,2,6,6,10,4,2,10,12,13,6,7,5,4,3,3,2,2.517647
11091,1,1,0,1,9,10,12,1,5,4,5,2,1,1,13,22,21,13,12,6,8,12,4,6,2.385425
11092,1,1,1,1,4,4,4,2,2,0,0,0,0,0,4,2,7,1,2,1,0,3,0,1,1.720000
11093,1,0,2,1,2,4,4,4,2,1,1,2,1,1,5,12,9,8,6,1,4,3,3,2,6.066667
11094,1,1,1,1,5,8,13,5,8,1,2,5,1,2,4,4,8,1,5,0,0,0,0,0,3.833333
11099,1,1,0,1,3,1,4,1,3,1,0,1,0,1,4,6,3,3,2,0,0,0,0,0,2.400000
11106,1,1,1,1,2,6,3,4,1,1,2,2,1,1,2,9,2,5,1,1,4,1,2,0,5.600000
11107,1,0,2,1,2,3,2,3,1,1,2,1,2,1,5,7,2,1,1,1,3,0,0,0,2.866667
11108,1,0,2,1,2,1,4,0,1,1,0,3,0,0,2,2,8,1,5,1,2,2,1,1,2.666667
11109,1,0,1,1,2,2,7,0,4,1,1,3,0,1,5,9,9,5,3,2,4,4,2,1,2.990476
11110,0,0,0,1,2,2,9,2,5,1,1,4,1,2,4,5,6,2,2,1,3,1,1,0,4.106667
11111,1,1,1,1,8,6,14,2,7,2,1,8,0,4,5,7,8,3,4,2,4,4,1,2,2.491429
11112,0,0,0,1,7,7,6,3,2,1,1,4,0,1,3,2,3,1,2,1,1,1,0,1,1.650000
11113,1,1,1,1,7,5,16,1,6,5,1,13,1,4,6,4,9,3,6,5,3,8,3,5,2.321212
11114,0,0,0,1,8,11,19,8,9,5,6,10,4,5,10,22,10,8,7,6,14,5,5,4,3.494231
11115,1,2,1,1,8,25,10,14,3,5,13,9,9,3,9,10,16,3,12,6,7,13,1,10,3.985641
11116,0,0,0,1,7,11,12,4,5,5,8,7,1,2,7,21,8,10,3,4,13,3,6,1,3.003030
11117,1,1,0,1,6,8,10,2,3,5,7,9,2,3,8,22,8,6,3,6,14,6,4,2,2.015584
11118,1,0,2,1,7,5,15,1,7,5,3,12,0,5,7,12,6,7,0,5,6,3,4,0,2.000000
11119,1,0,1,1,4,7,4,2,4,2,3,3,2,3,5,2,6,2,2,4,2,4,2,2,2.622222
11120,1,1,0,1,6,11,2,7,0,4,7,0,4,0,3,4,4,2,0,2,2,3,0,0,1.800000
11122,0,0,0,1,5,5,4,2,2,2,3,2,2,1,3,4,3,4,2,2,2,2,2,1,2.948571
11123,1,1,0,1,4,10,2,2,1,1,2,1,0,0,3,4,5,1,1,2,3,2,0,0,1.040000
11124,1,0,1,1,3,3,4,1,2,2,2,1,1,0,3,4,5,2,3,2,3,3,1,1,2.160000
11125,1,1,0,1,3,3,6,2,2,2,2,6,2,2,5,4,7,3,4,2,2,2,2,1,3.028571
11126,0,0,0,1,4,5,5,3,2,2,2,3,1,2,3,2,5,1,1,1,0,2,0,0,1.833333
11127,1,1,1,1,4,14,1,9,0,2,4,1,2,0,6,7,8,4,3,5,4,8,2,3,3.290909
11128,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,1,3,0,1,1,1,3,0,1,0.800000
11129,1,1,1,1,3,5,1,3,1,3,5,1,3,1,6,8,10,4,4,3,3,4,3,2,2.933333
11131,0,0,0,0,7,2,12,2,7,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1.142857
11133,1,1,0,1,8,8,7,5,1,0,0,0,0,0,3,1,6,1,2,0,0,0,0,0,1.783333
11135,0,0,0,1,1,0,1,0,1,0,0,0,0,0,7,6,3,4,2,0,0,0,0,0,1.714286
11136,0,0,0,1,3,7,3,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0.400000
11137,1,0,2,1,9,14,7,6,6,1,1,1,0,1,8,8,6,6,5,0,0,0,0,0,2.680000
11140,1,0,1,1,2,1,2,0,1,1,1,2,0,1,2,2,4,1,2,0,0,0,0,0,1.933333
11141,1,0,1,1,2,2,1,1,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,1.000000
11145,0,0,0,1,2,2,1,0,1,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,2.800000
11147,0,0,0,1,2,8,1,3,1,0,0,0,0,0,3,3,4,2,3,1,0,1,0,0,3.400000
11148,1,1,0,1,1,1,1,1,1,0,0,0,0,0,4,2,4,0,3,1,0,2,0,2,2.800000
11156,0,0,0,1,1,0,1,0,0,0,0,0,0,0,5,9,7,2,4,2,4,1,0,0,0.800000
11160,1,2,0,1,2,2,2,1,2,2,2,2,1,2,5,7,9,4,2,1,1,1,0,0,2.466667
11169,1,0,1,1,3,7,4,3,3,2,4,2,2,2,5,5,6,3,2,2,1,5,1,1,3.028571
11170,0,0,0,1,5,8,8,3,3,1,1,5,1,1,4,2,3,0,3,1,0,0,0,0,1.813333
11171,1,1,1,1,4,8,2,4,1,1,3,0,1,0,5,5,6,1,2,3,2,4,1,1,1.960000
11174,1,1,0,1,7,12,12,6,4,3,4,2,2,0,5,11,9,3,7,2,4,4,2,3,3.280000
11176,1,1,0,0,5,5,6,3,2,1,2,2,0,1,6,5,9,3,6,2,3,4,1,2,2.400000
11178,1,1,0,1,6,7,7,2,3,2,3,3,0,1,4,0,6,0,4,3,0,5,0,3,1.500000
11179,1,0,1,1,2,3,2,1,0,1,2,0,1,0,7,8,5,4,3,2,2,0,2,0,1.866667
11180,1,0,1,1,6,5,8,3,2,3,3,4,3,2,6,14,5,6,3,3,12,3,4,3,3.022222
11183,1,1,0,1,4,2,3,2,2,1,0,0,0,0,5,3,6,0,4,0,0,0,0,0,1.440000
11184,1,2,0,1,4,9,2,7,1,2,7,1,6,0,5,5,11,1,2,2,2,5,0,1,3.247619
11186,1,2,0,1,6,9,4,5,2,3,6,4,3,2,7,8,8,3,4,2,4,3,0,1,2.266667
11193,1,2,2,1,3,4,1,3,1,2,2,0,1,0,5,8,2,6,0,2,1,2,1,0,2.320000
11194,1,0,1,1,1,1,1,0,1,0,0,0,0,0,2,3,5,1,1,1,1,3,0,0,1.466667
11195,0,0,0,0,7,9,6,5,1,3,5,5,3,1,2,4,1,2,0,1,4,1,2,0,2.720000
11196,1,0,1,1,3,2,4,1,1,2,0,2,0,0,3,2,5,2,1,2,2,2,2,0,1.520000
11197,1,1,0,1,1,0,2,0,1,1,0,2,0,1,1,2,2,2,1,1,2,2,2,1,4.000000
11199,1,0,1,1,1,0,3,0,2,0,0,0,0,0,4,5,7,2,3,0,0,0,0,0,2.800000
11200,0,0,0,1,3,5,2,1,0,3,5,2,1,0,3,1,0,1,0,3,1,0,1,0,0.800000
11201,1,0,1,1,1,4,2,1,2,1,4,2,1,2,6,6,8,4,4,3,2,3,2,1,4.044444
11202,1,0,1,1,2,2,2,2,2,2,2,2,2,2,3,4,4,1,1,3,4,4,1,1,2.666667
11203,1,1,0,1,3,4,1,0,1,3,4,1,0,1,3,3,3,2,0,2,2,1,1,0,0.986667
11206,0,0,0,0,5,4,4,1,0,2,2,3,1,0,5,15,4,4,3,2,6,2,0,2,1.600000
11211,0,0,0,1,4,3,4,2,2,3,2,2,2,1,3,5,1,3,1,2,2,1,1,1,2.308571
11212,1,1,1,1,4,3,1,0,0,4,3,1,0,0,5,6,5,2,0,3,2,5,0,0,0.300000
11213,1,2,0,1,1,0,2,0,0,1,0,2,0,0,1,0,3,0,3,0,0,0,0,0,2.400000
11218,1,2,0,1,2,0,2,0,1,1,0,1,0,0,2,1,3,1,2,0,0,0,0,0,1.666667
11219,1,1,0,1,1,1,3,1,2,1,1,3,1,2,2,1,2,0,1,1,0,0,0,0,3.066667
11222,0,0,0,1,2,2,1,0,1,1,1,0,0,0,3,1,4,1,3,0,0,0,0,0,1.466667
11223,1,0,3,1,2,2,2,0,1,2,2,2,0,1,5,18,4,8,3,4,16,4,7,3,2.933333
11225,1,3,2,1,12,22,12,10,5,4,5,5,2,3,9,8,15,3,4,5,3,9,1,3,2.042857
11226,1,2,0,1,7,10,5,4,1,4,8,1,3,0,9,10,10,4,5,5,7,8,3,3,1.893506
11227,1,0,1,1,13,17,18,8,6,5,6,5,2,0,10,12,14,4,9,4,5,4,1,3,2.047619
11228,0,0,0,0,7,3,9,3,2,3,1,4,1,1,11,10,10,2,5,5,4,8,0,4,1.320000
11229,0,0,0,1,3,4,5,1,3,1,1,4,0,3,3,4,4,2,2,3,4,4,2,2,2.833333
11230,1,1,0,1,1,0,1,0,0,1,0,1,0,0,3,3,4,3,3,2,2,2,2,2,2.000000
11231,1,0,1,1,1,1,2,1,2,1,1,2,1,2,2,0,1,0,0,1,0,1,0,0,2.800000
11234,1,2,0,1,14,23,12,6,6,6,8,5,4,0,7,4,7,2,4,3,1,0,0,0,1.400000
11235,1,0,1,1,9,11,15,6,7,2,1,1,1,1,15,21,17,5,12,5,5,8,0,5,2.325455
11236,1,1,0,0,15,27,9,9,5,6,13,2,4,1,15,18,13,11,4,5,7,5,4,3,2.151429
11237,0,0,0,1,11,19,8,9,4,5,8,4,2,2,8,11,7,4,3,3,5,1,1,0,1.888636
11238,0,0,0,1,6,6,6,2,1,4,4,5,0,1,4,3,3,1,2,4,3,3,1,2,1.100000
11239,1,1,1,0,8,7,11,5,2,5,2,9,2,2,10,8,17,3,7,2,2,2,2,1,1.925641
11242,1,0,1,1,5,3,5,2,1,3,2,4,1,1,3,3,4,1,2,3,3,4,1,2,1.583333
11243,0,0,0,0,9,10,14,4,5,2,3,5,1,2,8,11,11,5,3,1,0,0,0,0,1.987879
11244,1,1,0,1,14,46,16,16,9,4,15,2,2,2,8,8,10,5,5,2,3,3,1,0,2.808889
11245,1,1,0,1,11,14,13,7,11,3,1,7,0,7,5,5,9,1,3,2,3,6,1,2,2.542857
11247,0,0,0,1,3,8,3,6,1,0,0,0,0,0,5,0,5,0,3,1,0,1,0,0,3.066667
11249,1,1,2,1,3,5,1,3,0,0,0,0,0,0,3,7,5,3,2,2,6,1,2,0,2.720000
11250,1,0,1,1,2,1,3,1,3,1,0,1,0,1,5,7,14,4,4,1,1,4,0,1,2.933333
11252,1,1,0,1,11,17,26,7,9,4,10,12,4,5,6,16,5,12,2,2,6,1,5,0,4.376667
11253,1,0,1,1,10,10,14,6,4,3,5,5,3,0,6,8,9,4,5,2,2,2,1,2,2.526923
11254,0,0,0,1,7,9,12,3,7,3,4,4,3,2,9,17,15,7,5,2,3,5,1,0,2.676364
11255,1,0,1,1,10,15,15,4,8,3,4,4,0,2,13,24,17,9,7,4,9,7,3,3,2.302262
11256,1,0,1,1,8,7,10,2,6,2,1,5,0,4,10,25,16,15,5,4,11,6,8,1,3.354286
11257,1,2,1,1,12,19,15,10,4,3,3,4,0,0,8,10,17,3,7,3,5,6,2,4,2.358788
11258,1,0,1,1,2,4,5,2,1,0,0,0,0,0,2,3,6,0,5,0,0,0,0,0,3.600000
11263,1,0,1,1,3,3,2,0,2,2,1,1,0,1,2,3,1,0,0,2,3,1,0,0,0.480000
11264,1,1,0,1,6,7,5,3,3,2,2,2,0,1,4,6,3,5,3,3,5,2,4,2,2.964286
11268,1,0,2,1,1,2,0,1,0,1,2,0,1,0,1,0,1,0,0,1,0,1,0,0,1.200000
11271,1,1,1,1,1,0,4,0,1,1,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0.800000
11272,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,1,3,0,1,0,1.200000
11273,0,0,0,1,1,0,3,0,1,1,0,3,0,1,1,3,5,1,2,1,3,5,1,2,3.600000
11282,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3,2,6,1,2,2,2,5,1,2,1.120000
11285,1,1,1,1,1,6,1,3,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,4.400000
11286,1,1,1,1,3,1,6,0,3,3,1,6,0,3,4,6,5,3,3,2,3,3,1,1,2.133333
11287,1,2,0,1,2,5,0,1,0,1,2,0,0,0,5,9,7,3,3,2,3,3,1,2,1.657143
11290,1,0,1,1,5,5,2,3,0,3,4,2,2,0,4,11,8,7,2,2,6,4,4,1,3.350000
11291,1,1,0,1,1,1,0,1,0,0,0,0,0,0,2,1,4,0,1,1,0,4,0,1,1.733333
11294,0,0,0,1,2,7,5,3,3,0,0,0,0,0,1,0,3,0,2,0,0,0,0,0,4.600000
11295,1,1,0,1,3,8,6,4,2,2,7,5,4,2,2,1,0,0,0,1,1,0,0,0,2.560000
11297,1,0,1,1,2,3,6,0,4,1,1,4,0,2,3,4,5,2,1,0,0,0,0,0,2.666667
11298,0,0,0,1,5,8,8,2,4,0,0,0,0,0,4,10,5,4,2,0,0,0,0,0,2.720000
11302,1,0,2,1,3,4,5,0,2,1,2,0,0,0,4,7,6,4,3,3,6,5,3,3,2.285714
11303,1,1,0,1,3,4,6,0,3,1,1,2,0,1,4,6,6,1,2,1,2,3,1,1,1.760000
11305,1,0,1,1,2,4,4,1,1,1,0,2,0,0,2,2,4,2,2,0,0,0,0,0,2.666667
11311,0,0,0,1,4,15,10,6,4,2,7,7,4,4,2,2,2,0,0,1,0,2,0,0,3.066667
11312,1,2,0,1,9,20,20,9,7,2,3,8,2,3,11,14,23,7,12,2,4,4,2,2,3.619580
11313,1,2,0,1,6,8,12,6,6,0,0,0,0,0,10,22,18,9,11,3,9,4,5,2,4.092308
11314,1,1,1,1,7,11,14,6,7,2,6,5,3,3,9,26,8,15,5,2,6,2,4,1,4.597980
11316,1,1,2,1,3,2,4,2,2,0,0,0,0,0,5,14,7,3,4,0,0,0,0,0,2.693333
11317,0,0,0,1,7,15,9,6,6,2,5,2,1,2,6,10,14,2,6,1,0,4,0,2,2.901587
11319,1,0,1,1,6,8,11,2,6,3,2,7,1,2,8,14,7,4,1,2,3,2,1,1,1.871111
11320,1,0,1,1,9,19,20,10,7,2,3,3,2,2,6,9,8,5,3,2,3,2,2,1,3.413636
11321,1,1,0,1,7,14,7,5,4,3,7,3,3,3,8,11,9,7,3,2,2,4,1,2,2.880000
11322,0,0,0,1,11,23,11,8,3,5,10,4,4,1,6,5,13,2,5,2,2,5,1,2,2.250000
11323,0,0,0,1,5,3,7,0,4,1,0,3,0,1,7,5,10,3,5,3,1,4,1,3,1.786667
11324,1,1,1,1,9,10,5,8,1,3,5,3,4,1,8,18,12,4,8,2,7,5,1,3,2.813333
11325,1,0,1,1,7,13,7,2,2,1,1,0,0,0,11,17,19,10,7,4,8,7,6,3,2.313333
11327,0,0,0,1,8,10,13,4,7,2,3,1,2,0,9,13,14,5,6,3,3,6,1,5,2.613333
11328,0,0,0,1,3,7,3,4,1,2,4,0,1,0,5,3,2,0,0,0,0,0,0,0,1.360000
11329,1,1,0,1,5,6,3,1,1,1,2,0,1,0,9,18,13,9,2,2,0,3,0,1,1.733333
11330,1,3,0,1,11,11,21,9,7,6,6,10,5,4,12,11,15,4,7,5,3,6,2,2,2.352941
11331,1,1,1,1,9,13,14,5,6,4,8,4,4,1,13,22,19,8,6,4,4,3,3,1,2.367421
11332,1,0,1,1,11,20,18,8,8,6,9,6,1,2,10,13,15,4,9,5,7,7,2,5,2.332549
11333,1,2,0,1,18,43,21,21,5,8,17,9,6,2,10,14,15,8,6,6,12,5,7,5,3.136538
11335,1,0,1,1,10,14,11,5,4,4,9,1,4,0,11,17,11,4,5,6,6,9,0,4,1.705882
11336,1,0,1,1,13,16,17,11,3,4,2,5,1,1,15,27,20,6,8,7,13,11,4,4,2.017112
11337,1,0,1,1,15,27,17,12,4,7,11,8,3,3,13,22,15,9,8,5,4,6,1,1,2.139394
11338,1,1,1,1,17,37,14,12,5,8,19,8,7,3,10,17,12,5,6,6,8,6,2,3,2.143000
11339,1,0,1,1,9,8,8,3,5,4,5,2,2,1,12,20,20,6,6,6,9,7,2,3,1.764103
11340,0,0,0,1,3,5,7,0,3,1,1,2,0,1,4,4,5,2,4,2,2,2,1,1,2.066667
11345,1,1,1,1,3,5,4,1,2,2,5,3,1,2,3,6,3,3,0,2,3,1,1,0,2.080000
11346,1,2,0,1,3,8,7,5,2,1,1,2,0,1,2,4,3,3,1,1,2,1,1,1,4.233333
11347,0,0,0,1,3,3,6,1,3,1,2,4,1,1,2,3,3,0,3,1,2,2,0,2,2.733333
11352,1,0,1,1,5,2,16,1,7,1,0,2,0,0,9,8,11,3,5,4,3,4,1,2,1.933333
11354,1,1,0,1,7,4,12,1,4,2,1,1,0,0,9,8,9,6,4,4,4,4,4,2,1.781197
11355,1,3,0,1,13,28,12,12,5,4,8,1,5,0,10,11,10,7,3,5,8,2,4,0,2.475294
11356,1,1,0,1,10,18,10,5,5,3,3,3,1,2,10,17,10,8,6,2,3,2,1,1,2.351282
11362,1,1,0,1,5,5,8,2,1,2,2,3,1,1,2,0,4,0,3,1,0,1,0,1,1.809524
11363,1,4,1,1,9,12,5,2,2,3,3,1,1,0,2,4,4,2,1,2,4,4,2,1,2.033333
11364,1,1,0,1,6,13,8,4,1,2,1,4,1,1,1,0,1,0,1,0,0,0,0,0,1.750000
11366,0,0,0,1,6,10,8,8,3,2,3,2,2,0,8,12,10,3,5,2,4,1,0,1,2.640000
11369,0,0,0,1,3,4,3,2,1,2,2,3,1,1,7,13,6,5,3,1,2,1,1,0,2.240000
